cosecha,maduracion,saldo,provision,pdponderado,rango_pd,Enalta_Privada,Bex,A,B,C,ConsumoOtros,Pyme,NoBanco,Gremio,Otros,Missing
202201,39,47340527.460000,123274.3849,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,18,193817263.110000,1957092.8734,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,13,256764194.650000,2007561.0284,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,29,100291494.050000,497810.6590,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,40,43703607.800000,297110.0785,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,19,183514617.340000,1136545.2071,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,32,80822571.100000,210089.5457,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,33,74611025.780000,242287.0806,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,34,68847002.620000,397330.3236,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,43,33499684.010000,-112974.5459,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,38,51079412.290000,352084.0277,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,30,93623525.860000,733729.3621,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,41,40184378.100000,16259.7210,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,44,30462577.650000,-29443.8458,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,37,54887703.730000,174063.7954,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202201,35,63586090.440000,231403.5851,0.043268,4. Medio I,0.000104,0.005888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000405,0.000000,0.000000,0.992145
202202,16,289844289.830000,4005339.7750,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,13,342197015.580000,4015683.4995,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,18,257653998.170000,2731738.8911,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,38,63026954.950000,360956.1413,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,17,273174586.510000,3853260.3236,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,3,614660325.420000,4089423.3189,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,32,101171598.960000,542145.5498,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,2,658004275.530000,1438357.9560,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,0,792751603.850000,8000761.2308,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,7,482581554.650000,3200818.7506,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,25,165331537.120000,1521335.2923,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,37,67949501.980000,114123.6568,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,15,306100778.900000,3603224.9135,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,4,581622944.560000,4909146.0345,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,12,362898586.180000,3205338.3243,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,19,242949470.620000,2005813.0203,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,22,201956978.820000,1873457.4101,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,35,79770076.890000,375917.4939,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,9,429802338.920000,3771974.3760,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,1,718447255.530000,-423572.9704,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,10,406242699.750000,3745673.3813,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,23,188897630.440000,1995108.9137,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,11,383937305.820000,4070607.3535,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,31,109802133.700000,593534.9033,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,24,176456625.550000,1560148.9808,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,5,549978205.960000,4900811.5312,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,6,516444031.470000,5835831.3615,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,14,324912024.110000,4281195.9700,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,28,137410970.580000,1334263.8733,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,20,228236734.590000,2600770.7144,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,8,455663173.970000,4557621.3410,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,42,44640468.660000,27780.9164,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,30,118585466.090000,745570.8364,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,36,73884768.830000,209348.6313,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,40,53521810.270000,252245.8782,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,34,86670536.150000,527212.9455,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,27,145050594.300000,1311673.8410,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,29,127561165.380000,411444.2132,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,26,154730363.150000,1490029.5175,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,41,48842447.950000,73081.5182,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,33,93645261.190000,476653.4944,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,39,58341642.220000,164942.4727,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,21,214987302.940000,2083834.0962,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202202,43,40504510.090000,-122166.5017,0.046117,4. Medio I,0.070473,0.309035,0.000099,0.000000,0.000000,0.575183,0.015514,0.007687,0.021668,0.000323,0.000008
202203,4,604892189.250000,5329627.9358,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,3,643953704.410000,4880557.1006,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,12,366221186.450000,4387556.8746,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,1,757024764.900000,-678073.3172,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,24,179208894.340000,1922337.6241,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,38,64592414.510000,113367.9136,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,35,82105441.470000,292479.2605,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,15,309654089.820000,4620851.5781,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,6,529659023.900000,5517196.0149,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,21,219198828.510000,1878727.6759,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,19,245312722.820000,2703666.5892,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,17,275572050.090000,2997548.6080,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,14,327523166.270000,4524310.0319,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,2,692435180.650000,1667404.9419,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,10,415860591.720000,5308107.6717,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,9,439849411.450000,5508355.8183,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,7,495530206.700000,5672782.3382,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,27,149412930.790000,1519614.2658,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,0,845516664.770000,8654068.1564,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,20,232336805.690000,1589262.8016,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,11,391608796.370000,4319904.2945,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,39,59711468.630000,223392.1920,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,5,567722928.360000,6460338.4780,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,30,120515350.740000,447160.4888,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,18,259436725.490000,2037370.5039,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,8,467090957.080000,5400368.2597,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,40,55044504.920000,279374.2290,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,33,95032421.690000,217351.8127,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,13,346474704.200000,4403035.5380,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,16,291670834.820000,3596810.4698,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,22,205808681.440000,2254832.2316,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,42,45952579.900000,103332.2987,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,23,192232485.430000,1074866.3678,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,32,102854261.490000,403928.2896,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,37,69772830.620000,-56398.1591,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,29,129786147.820000,772859.9031,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,25,167307836.310000,1423534.5796,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,26,157477861.100000,1567056.0988,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,31,110724836.460000,612820.0247,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,28,139857241.220000,1017818.9055,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,41,50512382.510000,216923.5498,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,36,75514496.070000,417152.1990,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202203,34,88172238.840000,263775.6207,0.048214,4. Medio I,0.103972,0.284749,0.290263,0.118854,0.036157,0.114675,0.022429,0.007340,0.019900,0.000324,0.000025
202204,3,540487800.840000,5027357.8947,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,15,252412668.810000,4509427.0330,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,11,320170905.680000,5190844.8658,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,1,638504044.310000,-467463.1345,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,8,390167451.800000,4444119.3173,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,6,441975980.680000,6297845.6162,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,24,141500668.660000,1227628.9360,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,4,503836707.450000,5191571.0906,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,37,54815818.990000,595554.8598,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,34,69680475.740000,257596.0671,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,16,237249205.450000,3003595.4211,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,9,365762281.990000,4547058.2195,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,19,196602276.880000,2037708.2282,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,0,715369839.450000,7222005.0225,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,5,472811346.830000,4932267.7857,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,18,208873669.590000,2745701.7522,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,2,586094005.680000,1767190.6961,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,30,94722193.230000,654988.2580,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,17,222622243.630000,2226768.9370,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,7,413086343.320000,4842812.2437,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,13,284168501.340000,4755606.3236,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,10,343765379.000000,4148738.6911,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,25,132632708.190000,1600882.6474,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,12,302266857.330000,4354959.2634,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,20,185271216.700000,1790745.9819,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,21,173425193.690000,2135361.6949,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,41,39942106.010000,119678.8317,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
202204,29,101607636.850000,494662.3291,0.054032,3. Medio II,0.056781,0.329477,0.291739,0.103755,0.039683,0.114176,0.029785,0.006705,0.026760,0.000361,0.000000
