COSECHA,codmes,producto_f,FLG,SUBP,MADURACION,SALDO
202104,202206,9.PNR Capital de trabajo,1,5,14,5293820.35
202104,202206,9.PNR Capital de trabajo,0,5,14,3.771958989000001E7
202104,202206,9.PNR Capital de trabajo,0,1,14,62873.65
202104,202206,9.PNR Capital de trabajo,1,1,14,18158.46
202104,202206,9.PNR Capital de trabajo,0,2,14,2.7722175460000005E7
202104,202207,9.PNR Capital de trabajo,0,5,15,3.1866746689999998E7
202104,202207,9.PNR Capital de trabajo,1,5,15,4682418.7
202104,202207,9.PNR Capital de trabajo,0,2,15,2.439475871E7
202104,202207,9.PNR Capital de trabajo,0,1,15,30634.980000000003
202104,202207,9.PNR Capital de trabajo,1,2,15,2435302.6
202104,202207,9.PNR Capital de trabajo,1,1,15,11786.470000000001
202104,202208,9.PNR Capital de trabajo,1,5,16,4299968.9799999995
202104,202208,9.PNR Capital de trabajo,1,2,16,2640448.3600000003
202104,202208,9.PNR Capital de trabajo,0,1,16,27613.73
202104,202208,9.PNR Capital de trabajo,1,1,16,0.0
202104,202208,9.PNR Capital de trabajo,0,5,16,2.8017123939999998E7
202104,202208,9.PNR Capital de trabajo,0,2,16,2.1477501189999994E7
202104,202209,9.PNR Capital de trabajo,0,1,17,25988.89
202104,202209,9.PNR Capital de trabajo,1,5,17,4086314.86
202104,202209,9.PNR Capital de trabajo,0,2,17,1.8625170000000004E7
202104,202209,9.PNR Capital de trabajo,0,5,17,2.400721069E7
202104,202209,9.PNR Capital de trabajo,1,2,17,2184726.11
202104,202209,9.PNR Capital de trabajo,1,1,17,28240.31
202104,202210,9.PNR Capital de trabajo,1,2,18,1626300.1000000003
202104,202210,9.PNR Capital de trabajo,1,5,18,3692924.5100000002
202104,202210,9.PNR Capital de trabajo,0,5,18,1.9443047819999997E7
202104,202210,9.PNR Capital de trabajo,1,1,18,26642.63
202104,202210,9.PNR Capital de trabajo,0,2,18,1.6139217800000004E7
202104,202210,9.PNR Capital de trabajo,0,1,18,24306.49
202104,202211,9.PNR Capital de trabajo,1,1,19,0.0
202104,202211,9.PNR Capital de trabajo,0,2,19,1.4037983419999998E7
202104,202211,9.PNR Capital de trabajo,1,2,19,1104907.76
202104,202211,9.PNR Capital de trabajo,0,5,19,1.703643514E7
202104,202211,9.PNR Capital de trabajo,0,1,19,22226.41
202104,202211,9.PNR Capital de trabajo,1,5,19,2715534.3600000003
202104,202212,9.PNR Capital de trabajo,1,5,20,2270141.52
202104,202212,9.PNR Capital de trabajo,1,1,20,23367.48
202104,202212,9.PNR Capital de trabajo,0,1,20,20858.87
202104,202212,9.PNR Capital de trabajo,0,2,20,1.1762929860000001E7
202104,202212,9.PNR Capital de trabajo,1,2,20,1304348.72
202104,202212,9.PNR Capital de trabajo,0,5,20,1.375937282E7
202104,202301,9.PNR Capital de trabajo,1,1,21,0.0
202104,202301,9.PNR Capital de trabajo,1,5,21,1908795.44
202104,202301,9.PNR Capital de trabajo,1,2,21,1182493.97
202104,202301,9.PNR Capital de trabajo,0,2,21,9186290.62
202104,202301,9.PNR Capital de trabajo,0,5,21,1.04884333E7
202104,202301,9.PNR Capital de trabajo,0,1,21,19474.85
202104,202302,9.PNR Capital de trabajo,0,5,22,7299057.289999999
202104,202302,9.PNR Capital de trabajo,1,5,22,868977.4199999999
202104,202302,9.PNR Capital de trabajo,1,1,22,0.0
202104,202302,9.PNR Capital de trabajo,0,1,22,18059.01
202104,202302,9.PNR Capital de trabajo,0,2,22,6606668.81
202104,202302,9.PNR Capital de trabajo,1,2,22,547918.9400000001
202104,202303,9.PNR Capital de trabajo,1,2,23,589159.4299999999
202104,202303,9.PNR Capital de trabajo,0,5,23,5488799.080000001
202104,202303,9.PNR Capital de trabajo,0,2,23,4930198.049999999
202104,202303,9.PNR Capital de trabajo,0,1,23,16568.04
202104,202303,9.PNR Capital de trabajo,1,5,23,953903.0900000001
202104,202303,9.PNR Capital de trabajo,1,1,23,0.0
202104,202304,9.PNR Capital de trabajo,0,1,24,15080.94
202104,202304,9.PNR Capital de trabajo,1,2,24,369036.77999999997
202104,202304,9.PNR Capital de trabajo,1,5,24,771756.71
202104,202304,9.PNR Capital de trabajo,0,2,24,3069820.52
202104,202304,9.PNR Capital de trabajo,0,5,24,4104605.5499999993
202104,202304,9.PNR Capital de trabajo,1,1,24,0.0
202104,202305,9.PNR Capital de trabajo,0,1,25,0.0
202104,202305,9.PNR Capital de trabajo,1,2,25,402783.08
202104,202305,9.PNR Capital de trabajo,0,2,25,1838853.02
202104,202305,9.PNR Capital de trabajo,1,1,25,0.0
202104,202305,9.PNR Capital de trabajo,0,5,25,2144834.3899999997
202104,202305,9.PNR Capital de trabajo,1,5,25,491000.93
202104,202306,9.PNR Capital de trabajo,1,1,26,0.0
202104,202306,9.PNR Capital de trabajo,1,2,26,282650.99
202104,202306,9.PNR Capital de trabajo,0,2,26,1159430.69
202104,202306,9.PNR Capital de trabajo,0,5,26,1353276.1400000001
202104,202306,9.PNR Capital de trabajo,1,5,26,545481.49
202104,202307,9.PNR Capital de trabajo,0,5,27,1570068.3100000003
202104,202307,9.PNR Capital de trabajo,1,2,27,325668.08999999997
202104,202307,9.PNR Capital de trabajo,0,2,27,1047435.6200000001
202104,202307,9.PNR Capital de trabajo,1,5,27,169458.44
202104,202308,9.PNR Capital de trabajo,0,2,28,1176052.63
202104,202308,9.PNR Capital de trabajo,1,5,28,354647.18999999994
202104,202308,9.PNR Capital de trabajo,0,5,28,1112330.6600000001
202104,202308,9.PNR Capital de trabajo,1,2,28,46054.46
202104,202309,9.PNR Capital de trabajo,1,5,29,368539.92
202104,202309,9.PNR Capital de trabajo,0,5,29,1312007.05
202104,202309,9.PNR Capital de trabajo,1,2,29,43708.14
202104,202309,9.PNR Capital de trabajo,0,2,29,1116824.46
202104,202310,9.PNR Capital de trabajo,1,5,30,265603.48000000004
202104,202310,9.PNR Capital de trabajo,0,5,30,1409060.2899999998
202104,202310,9.PNR Capital de trabajo,1,2,30,41325.71
202104,202310,9.PNR Capital de trabajo,0,2,30,1032126.5499999999
202104,202311,9.PNR Capital de trabajo,0,5,31,1117543.77
202104,202311,9.PNR Capital de trabajo,1,2,31,0.0
202104,202311,9.PNR Capital de trabajo,0,2,31,825465.73
202104,202311,9.PNR Capital de trabajo,1,5,31,276487.06
202104,202312,9.PNR Capital de trabajo,0,5,32,720029.14
202104,202312,9.PNR Capital de trabajo,1,5,32,408222.22000000003
202104,202312,9.PNR Capital de trabajo,0,2,32,867955.85
202104,202312,9.PNR Capital de trabajo,1,2,32,0.0
202104,202401,9.PNR Capital de trabajo,1,2,33,34074.22
202104,202401,9.PNR Capital de trabajo,1,5,33,375605.61
202104,202401,9.PNR Capital de trabajo,0,2,33,802477.22
202104,202401,9.PNR Capital de trabajo,0,5,33,702949.65
202104,202402,9.PNR Capital de trabajo,0,2,34,719873.5
202104,202402,9.PNR Capital de trabajo,0,5,34,771055.74
202104,202402,9.PNR Capital de trabajo,1,5,34,297095.62
202104,202402,9.PNR Capital de trabajo,1,2,34,0.0
202104,202403,9.PNR Capital de trabajo,1,5,35,4030.25
202104,202403,9.PNR Capital de trabajo,0,5,35,912130.5399999999
202104,202403,9.PNR Capital de trabajo,0,2,35,523073.49999999994
202104,202403,9.PNR Capital de trabajo,1,2,35,100378.39
202104,202404,9.PNR Capital de trabajo,0,2,36,501096.17000000004
202104,202404,9.PNR Capital de trabajo,0,5,36,798245.5899999999
202104,202404,9.PNR Capital de trabajo,1,5,36,85961.57
202104,202404,9.PNR Capital de trabajo,1,2,36,125903.07
202104,202405,9.PNR Capital de trabajo,0,2,37,531460.35
202104,202405,9.PNR Capital de trabajo,1,2,37,24060.39
202104,202405,9.PNR Capital de trabajo,1,5,37,66115.62
202104,202405,9.PNR Capital de trabajo,0,5,37,785000.5899999999
202104,202406,9.PNR Capital de trabajo,0,5,38,721383.9800000001
202104,202406,9.PNR Capital de trabajo,1,2,38,21495.37
202104,202406,9.PNR Capital de trabajo,0,2,38,507722.38
202104,202406,9.PNR Capital de trabajo,1,5,38,178763.77000000002
202104,202407,9.PNR Capital de trabajo,1,2,39,114385.29
202104,202407,9.PNR Capital de trabajo,0,2,39,371153.7200000001
202104,202407,9.PNR Capital de trabajo,1,5,39,0.0
202104,202407,9.PNR Capital de trabajo,0,5,39,559415.77
202104,202408,9.PNR Capital de trabajo,1,5,40,0.0
202104,202408,9.PNR Capital de trabajo,1,2,40,0.0
202104,202408,9.PNR Capital de trabajo,0,5,40,514811.80000000005
202104,202408,9.PNR Capital de trabajo,0,2,40,458699.25
202104,202409,9.PNR Capital de trabajo,0,2,41,438041.03
202104,202409,9.PNR Capital de trabajo,1,2,41,0.0
202104,202409,9.PNR Capital de trabajo,1,5,41,0.0
202104,202409,9.PNR Capital de trabajo,0,5,41,332962.97
202104,202410,9.PNR Capital de trabajo,1,2,42,10969.51
202104,202410,9.PNR Capital de trabajo,0,5,42,321179.98000000004
202104,202410,9.PNR Capital de trabajo,1,5,42,0.0
202104,202410,9.PNR Capital de trabajo,0,2,42,335515.11
202104,202411,9.PNR Capital de trabajo,1,2,43,8277.84
202104,202411,9.PNR Capital de trabajo,0,2,43,387762.74000000005
202104,202411,9.PNR Capital de trabajo,0,5,43,309382.1
202104,202411,9.PNR Capital de trabajo,1,5,43,0.0
202104,202412,9.PNR Capital de trabajo,1,5,44,49640.42
202104,202412,9.PNR Capital de trabajo,0,5,44,332803.21
202104,202412,9.PNR Capital de trabajo,0,2,44,374909.95999999996
202104,202412,9.PNR Capital de trabajo,1,2,44,5553.23
202104,202501,9.PNR Capital de trabajo,1,2,45,2804.21
202104,202501,9.PNR Capital de trabajo,0,2,45,362059.93
202104,202501,9.PNR Capital de trabajo,0,5,45,318715.14999999997
202104,202501,9.PNR Capital de trabajo,1,5,45,47127.81
202104,202502,9.PNR Capital de trabajo,0,2,46,349023.72
202104,202502,9.PNR Capital de trabajo,0,5,46,239175.72
202104,202502,9.PNR Capital de trabajo,1,5,46,33493.14
202104,202502,9.PNR Capital de trabajo,1,2,46,0.0
202104,202503,9.PNR Capital de trabajo,1,5,47,31739.88
202104,202503,9.PNR Capital de trabajo,0,2,47,335430.55
202104,202503,9.PNR Capital de trabajo,1,2,47,0.0
202104,202503,9.PNR Capital de trabajo,0,5,47,299779.02
202104,202504,9.PNR Capital de trabajo,1,5,48,69251.25
202104,202504,9.PNR Capital de trabajo,0,5,48,5287.74
202104,202504,9.PNR Capital de trabajo,0,2,48,267455.5
202104,202504,9.PNR Capital de trabajo,1,2,48,0.0
202104,202505,9.PNR Capital de trabajo,1,5,49,36504.86
202104,202505,9.PNR Capital de trabajo,0,2,49,308451.34
202104,202505,9.PNR Capital de trabajo,1,2,49,0.0
202104,202505,9.PNR Capital de trabajo,0,5,49,204041.00999999998
202105,202201,9.PNR Capital de trabajo,1,5,8,9320795.09
202105,202201,9.PNR Capital de trabajo,1,1,8,1085963.8
202105,202201,9.PNR Capital de trabajo,0,2,8,8.072715461000001E7
202105,202201,9.PNR Capital de trabajo,0,1,8,3965321.56
202105,202201,9.PNR Capital de trabajo,1,2,8,6418809.9399999995
202105,202201,9.PNR Capital de trabajo,0,5,8,7.388074706E7
202105,202202,9.PNR Capital de trabajo,0,2,9,7.562929758999999E7
202105,202202,9.PNR Capital de trabajo,1,2,9,4528415.899999999
202105,202202,9.PNR Capital de trabajo,1,1,9,793200.16
202105,202202,9.PNR Capital de trabajo,0,5,9,6.680386216E7
202105,202202,9.PNR Capital de trabajo,1,5,9,6826287.33
202105,202202,9.PNR Capital de trabajo,0,1,9,2947899.1999999997
202105,202203,9.PNR Capital de trabajo,1,1,10,228720.51000000007
202105,202203,9.PNR Capital de trabajo,1,5,10,8931752.219999999
202105,202203,9.PNR Capital de trabajo,1,2,10,6008368.12
202105,202203,9.PNR Capital de trabajo,0,5,10,6.000129351999999E7
202105,202203,9.PNR Capital de trabajo,0,2,10,6.857515616E7
202105,202203,9.PNR Capital de trabajo,0,1,10,2180275.9800000004
202105,202204,9.PNR Capital de trabajo,1,1,11,134311.31
202105,202204,9.PNR Capital de trabajo,0,1,11,1147020.3800000001
202105,202204,9.PNR Capital de trabajo,0,2,11,6.03674064E7
202105,202204,9.PNR Capital de trabajo,0,5,11,5.118739751E7
202105,202204,9.PNR Capital de trabajo,1,2,11,6463254.12
202105,202204,9.PNR Capital de trabajo,1,5,11,7981268.93
202105,202205,9.PNR Capital de trabajo,1,2,12,5542882.94
202105,202205,9.PNR Capital de trabajo,0,1,12,223625.62
202105,202205,9.PNR Capital de trabajo,0,2,12,5.599017978999999E7
202105,202205,9.PNR Capital de trabajo,0,5,12,4.805312505E7
202105,202205,9.PNR Capital de trabajo,1,1,12,21509.62
202105,202205,9.PNR Capital de trabajo,1,5,12,6575027.25
202105,202206,9.PNR Capital de trabajo,1,1,13,5015.5
202105,202206,9.PNR Capital de trabajo,0,2,13,5.025921539E7
202105,202206,9.PNR Capital de trabajo,0,1,13,179012.62
202105,202206,9.PNR Capital de trabajo,0,5,13,4.110285919E7
202105,202206,9.PNR Capital de trabajo,1,2,13,4416873.35
202105,202206,9.PNR Capital de trabajo,1,5,13,4987326.12
202105,202207,9.PNR Capital de trabajo,1,1,14,89589.06
202105,202207,9.PNR Capital de trabajo,1,5,14,4469685.72
202105,202207,9.PNR Capital de trabajo,0,1,14,83227.93999999999
202105,202207,9.PNR Capital de trabajo,1,2,14,4115679.67
202105,202207,9.PNR Capital de trabajo,0,2,14,4.452431829000001E7
202105,202207,9.PNR Capital de trabajo,0,5,14,3.51757848E7
202105,202208,9.PNR Capital de trabajo,0,2,15,4.099485586E7
202105,202208,9.PNR Capital de trabajo,1,5,15,4973656.77
202105,202208,9.PNR Capital de trabajo,1,2,15,3109911.76
202105,202208,9.PNR Capital de trabajo,0,5,15,3.1122992919999998E7
202105,202208,9.PNR Capital de trabajo,0,1,15,74341.61
202105,202208,9.PNR Capital de trabajo,1,1,15,86564.52
202105,202209,9.PNR Capital de trabajo,0,2,16,3.616628035999999E7
202105,202209,9.PNR Capital de trabajo,1,2,16,2765680.64
202105,202209,9.PNR Capital de trabajo,1,5,16,4868796.7700000005
202105,202209,9.PNR Capital de trabajo,0,5,16,2.635172485E7
202105,202209,9.PNR Capital de trabajo,1,1,16,83487.18
202105,202209,9.PNR Capital de trabajo,0,1,16,68175.96
202105,202210,9.PNR Capital de trabajo,1,5,17,4187973.4800000004
202105,202210,9.PNR Capital de trabajo,0,1,17,61860.759999999995
202105,202210,9.PNR Capital de trabajo,1,2,17,2521892.17
202105,202210,9.PNR Capital de trabajo,0,2,17,3.122448329E7
202105,202210,9.PNR Capital de trabajo,0,5,17,2.257631719E7
202105,202210,9.PNR Capital de trabajo,1,1,17,80309.07
202105,202211,9.PNR Capital de trabajo,1,5,18,3913621.0
202105,202211,9.PNR Capital de trabajo,0,1,18,55472.13
202105,202211,9.PNR Capital de trabajo,1,2,18,2209494.17
202105,202211,9.PNR Capital de trabajo,1,1,18,0.0
202105,202211,9.PNR Capital de trabajo,0,5,18,1.8591731080000002E7
202105,202211,9.PNR Capital de trabajo,0,2,18,2.6574687500000004E7
202105,202212,9.PNR Capital de trabajo,1,1,19,80309.07
202105,202212,9.PNR Capital de trabajo,1,5,19,2790867.7600000002
202105,202212,9.PNR Capital de trabajo,0,1,19,48937.14
202105,202212,9.PNR Capital de trabajo,1,2,19,1953237.71
202105,202212,9.PNR Capital de trabajo,0,2,19,2.2745002229999997E7
202105,202212,9.PNR Capital de trabajo,0,5,19,1.701417017E7
202105,202301,9.PNR Capital de trabajo,1,2,20,2006505.2799999998
202105,202301,9.PNR Capital de trabajo,0,1,20,42317.270000000004
202105,202301,9.PNR Capital de trabajo,1,5,20,2619411.96
202105,202301,9.PNR Capital de trabajo,0,2,20,1.8420657730000004E7
202105,202301,9.PNR Capital de trabajo,0,5,20,1.3231787240000002E7
202105,202301,9.PNR Capital de trabajo,1,1,20,79797.16
202105,202302,9.PNR Capital de trabajo,0,5,21,1.060352099E7
202105,202302,9.PNR Capital de trabajo,1,2,21,1091443.81
202105,202302,9.PNR Capital de trabajo,0,2,21,1.43187608E7
202105,202302,9.PNR Capital de trabajo,1,5,21,1078439.01
202105,202302,9.PNR Capital de trabajo,1,1,21,78878.75
202105,202302,9.PNR Capital de trabajo,0,1,21,35544.19
202105,202303,9.PNR Capital de trabajo,0,1,22,5971.73
202105,202303,9.PNR Capital de trabajo,0,5,22,8017643.56
202105,202303,9.PNR Capital de trabajo,0,2,22,1.073914725E7
202105,202303,9.PNR Capital de trabajo,1,2,22,1297216.5099999998
202105,202303,9.PNR Capital de trabajo,1,5,22,1465178.7299999997
202105,202303,9.PNR Capital de trabajo,1,1,22,77848.8
202105,202304,9.PNR Capital de trabajo,0,1,23,4528.61
202105,202304,9.PNR Capital de trabajo,1,5,23,1169273.77
202105,202304,9.PNR Capital de trabajo,1,1,23,76904.8
202105,202304,9.PNR Capital de trabajo,0,2,23,7724429.74
202105,202304,9.PNR Capital de trabajo,0,5,23,6747638.99
202105,202304,9.PNR Capital de trabajo,1,2,23,1012114.32
202105,202305,9.PNR Capital de trabajo,0,5,24,2948085.71
202105,202305,9.PNR Capital de trabajo,0,2,24,3763039.69
202105,202305,9.PNR Capital de trabajo,0,1,24,0.0
202105,202305,9.PNR Capital de trabajo,1,5,24,523885.15
202105,202305,9.PNR Capital de trabajo,1,2,24,1047252.13
202105,202305,9.PNR Capital de trabajo,1,1,24,75916.23
202105,202306,9.PNR Capital de trabajo,0,2,25,2272992.07
202105,202306,9.PNR Capital de trabajo,0,5,25,2094491.2
202105,202306,9.PNR Capital de trabajo,1,5,25,448712.38
202105,202306,9.PNR Capital de trabajo,1,2,25,925446.6099999999
202105,202306,9.PNR Capital de trabajo,0,1,25,0.0
202105,202306,9.PNR Capital de trabajo,1,1,25,74947.9
202105,202307,9.PNR Capital de trabajo,1,1,26,73935.07
202105,202307,9.PNR Capital de trabajo,0,5,26,1670464.9800000002
202105,202307,9.PNR Capital de trabajo,1,5,26,388107.54
202105,202307,9.PNR Capital de trabajo,0,2,26,1911667.23
202105,202307,9.PNR Capital de trabajo,1,2,26,384472.21
202105,202308,9.PNR Capital de trabajo,1,1,27,72940.53
202105,202308,9.PNR Capital de trabajo,1,2,27,348548.47000000003
202105,202308,9.PNR Capital de trabajo,0,2,27,1776341.9899999998
202105,202308,9.PNR Capital de trabajo,0,5,27,1468591.08
202105,202308,9.PNR Capital de trabajo,1,5,27,491408.44999999995
202105,202309,9.PNR Capital de trabajo,0,5,28,1447145.42
202105,202309,9.PNR Capital de trabajo,1,2,28,284558.66
202105,202309,9.PNR Capital de trabajo,1,5,28,424672.04000000004
202105,202309,9.PNR Capital de trabajo,0,2,28,1571231.4299999997
202105,202309,9.PNR Capital de trabajo,1,1,28,71933.05
202105,202310,9.PNR Capital de trabajo,1,5,29,291678.43
202105,202310,9.PNR Capital de trabajo,0,2,29,1641761.7
202105,202310,9.PNR Capital de trabajo,1,1,29,70882.64
202105,202310,9.PNR Capital de trabajo,0,5,29,1514670.99
202105,202310,9.PNR Capital de trabajo,1,2,29,110645.26999999999
202105,202311,9.PNR Capital de trabajo,1,5,30,115819.15
202105,202311,9.PNR Capital de trabajo,0,2,30,1517730.16
202105,202311,9.PNR Capital de trabajo,1,2,30,119982.11
202105,202311,9.PNR Capital de trabajo,0,5,30,1363386.37
202105,202311,9.PNR Capital de trabajo,1,1,30,69848.79
202105,202312,9.PNR Capital de trabajo,1,1,31,68771.7
202105,202312,9.PNR Capital de trabajo,0,5,31,1398633.34
202105,202312,9.PNR Capital de trabajo,1,5,31,126568.06
202105,202312,9.PNR Capital de trabajo,0,2,31,1411421.25
202105,202312,9.PNR Capital de trabajo,1,2,31,23704.22
202105,202401,9.PNR Capital de trabajo,1,5,32,0.0
202105,202401,9.PNR Capital de trabajo,1,1,32,0.0
202105,202401,9.PNR Capital de trabajo,0,5,32,1281462.14
202105,202401,9.PNR Capital de trabajo,0,2,32,1332853.95
202105,202401,9.PNR Capital de trabajo,1,2,32,39314.05
202105,202402,9.PNR Capital de trabajo,0,2,33,1218481.1400000001
202105,202402,9.PNR Capital de trabajo,1,2,33,30660.16
202105,202402,9.PNR Capital de trabajo,1,5,33,114888.6
202105,202402,9.PNR Capital de trabajo,1,1,33,0.0
202105,202402,9.PNR Capital de trabajo,0,5,33,1077004.1199999999
202105,202403,9.PNR Capital de trabajo,1,1,34,0.0
202105,202403,9.PNR Capital de trabajo,0,5,34,1042959.7699999999
202105,202403,9.PNR Capital de trabajo,1,5,34,208266.78
202105,202403,9.PNR Capital de trabajo,0,2,34,1025186.39
202105,202403,9.PNR Capital de trabajo,1,2,34,134292.19
202105,202404,9.PNR Capital de trabajo,1,5,35,176984.23
202105,202404,9.PNR Capital de trabajo,0,2,35,865629.53
202105,202404,9.PNR Capital de trabajo,0,5,35,835715.1899999998
202105,202404,9.PNR Capital de trabajo,1,2,35,210325.44
202105,202404,9.PNR Capital de trabajo,1,1,35,0.0
202105,202405,9.PNR Capital de trabajo,0,5,36,808627.24
202105,202405,9.PNR Capital de trabajo,1,5,36,118175.81999999999
202105,202405,9.PNR Capital de trabajo,0,2,36,855749.25
202105,202405,9.PNR Capital de trabajo,1,1,36,0.0
202105,202405,9.PNR Capital de trabajo,1,2,36,0.0
202105,202406,9.PNR Capital de trabajo,0,2,37,709248.4899999999
202105,202406,9.PNR Capital de trabajo,1,5,37,149128.35
202105,202406,9.PNR Capital de trabajo,0,5,37,734792.4099999999
202105,202406,9.PNR Capital de trabajo,1,1,37,0.0
202105,202406,9.PNR Capital de trabajo,1,2,37,74296.57
202105,202407,9.PNR Capital de trabajo,0,5,38,571542.79
202105,202407,9.PNR Capital de trabajo,0,2,38,667542.9400000001
202105,202407,9.PNR Capital de trabajo,1,5,38,265646.81
202105,202407,9.PNR Capital de trabajo,1,2,38,0.0
202105,202408,9.PNR Capital de trabajo,0,2,39,642781.0599999999
202105,202408,9.PNR Capital de trabajo,1,5,39,280073.27
202105,202408,9.PNR Capital de trabajo,1,2,39,0.0
202105,202408,9.PNR Capital de trabajo,0,5,39,464302.85
202105,202409,9.PNR Capital de trabajo,0,2,40,617738.3
202105,202409,9.PNR Capital de trabajo,1,2,40,0.0
202105,202409,9.PNR Capital de trabajo,0,5,40,461144.86000000004
202105,202409,9.PNR Capital de trabajo,1,5,40,155650.86
202105,202410,9.PNR Capital de trabajo,1,5,41,152091.43
202105,202410,9.PNR Capital de trabajo,1,2,41,18176.95
202105,202410,9.PNR Capital de trabajo,0,5,41,442110.58999999997
202105,202410,9.PNR Capital de trabajo,0,2,41,426762.55999999994
202105,202411,9.PNR Capital de trabajo,1,2,42,12151.53
202105,202411,9.PNR Capital de trabajo,1,5,42,194249.21999999997
202105,202411,9.PNR Capital de trabajo,0,5,42,423037.89999999997
202105,202411,9.PNR Capital de trabajo,0,2,42,411991.54999999993
202105,202412,9.PNR Capital de trabajo,0,2,43,378740.61
202105,202412,9.PNR Capital de trabajo,1,2,43,6013.39
202105,202412,9.PNR Capital de trabajo,1,5,43,144954.26
202105,202412,9.PNR Capital de trabajo,0,5,43,403527.72000000003
202105,202501,9.PNR Capital de trabajo,1,5,44,141378.7
202105,202501,9.PNR Capital de trabajo,0,2,44,364245.61
202105,202501,9.PNR Capital de trabajo,0,5,44,376445.44999999995
202105,202501,9.PNR Capital de trabajo,1,2,44,0.0
202105,202502,9.PNR Capital de trabajo,0,2,45,350384.93
202105,202502,9.PNR Capital de trabajo,1,2,45,0.0
202105,202502,9.PNR Capital de trabajo,1,5,45,137791.89
202105,202502,9.PNR Capital de trabajo,0,5,45,360255.82000000007
202105,202503,9.PNR Capital de trabajo,1,5,46,134150.22
202105,202503,9.PNR Capital de trabajo,0,5,46,336335.29000000004
202105,202503,9.PNR Capital de trabajo,0,2,46,335561.3
202105,202503,9.PNR Capital de trabajo,1,2,46,0.0
202105,202504,9.PNR Capital de trabajo,1,5,47,130535.09
202105,202504,9.PNR Capital de trabajo,1,2,47,0.0
202105,202504,9.PNR Capital de trabajo,0,5,47,299275.92
202105,202504,9.PNR Capital de trabajo,0,2,47,320986.57999999996
202105,202505,9.PNR Capital de trabajo,1,2,48,0.0
202105,202505,9.PNR Capital de trabajo,0,2,48,306120.25
202105,202505,9.PNR Capital de trabajo,1,5,48,126893.08
202105,202505,9.PNR Capital de trabajo,0,5,48,291992.69999999995
202106,202201,9.PNR Capital de trabajo,1,5,7,9386255.709999999
202106,202201,9.PNR Capital de trabajo,0,2,7,7.938141638000001E7
202106,202201,9.PNR Capital de trabajo,0,1,7,5392731.51
202106,202201,9.PNR Capital de trabajo,0,5,7,8.615562768E7
202106,202201,9.PNR Capital de trabajo,1,2,7,5472887.18
202106,202201,9.PNR Capital de trabajo,1,1,7,906544.81
202106,202202,9.PNR Capital de trabajo,1,1,8,765173.0800000001
202106,202202,9.PNR Capital de trabajo,0,2,8,7.510646109E7
202106,202202,9.PNR Capital de trabajo,1,5,8,9481851.879999999
202106,202202,9.PNR Capital de trabajo,0,5,8,7.974001253999999E7
202106,202202,9.PNR Capital de trabajo,1,2,8,4996494.659999999
202106,202202,9.PNR Capital de trabajo,0,1,8,3986318.2400000007
202106,202203,9.PNR Capital de trabajo,1,5,9,1.001372106E7
202106,202203,9.PNR Capital de trabajo,0,2,9,6.6501235440000005E7
202106,202203,9.PNR Capital de trabajo,1,2,9,8819338.89
202106,202203,9.PNR Capital de trabajo,0,5,9,7.272819802000001E7
202106,202203,9.PNR Capital de trabajo,1,1,9,515818.64
202106,202203,9.PNR Capital de trabajo,0,1,9,3003825.26
202106,202204,9.PNR Capital de trabajo,0,1,10,1909207.02
202106,202204,9.PNR Capital de trabajo,1,5,10,9928036.95
202106,202204,9.PNR Capital de trabajo,1,2,10,8372430.750000001
202106,202204,9.PNR Capital de trabajo,0,2,10,5.834444574E7
202106,202204,9.PNR Capital de trabajo,0,5,10,6.1560929660000004E7
202106,202204,9.PNR Capital de trabajo,1,1,10,313519.86
202106,202205,9.PNR Capital de trabajo,0,1,11,1015871.46
202106,202205,9.PNR Capital de trabajo,1,5,11,7039982.2
202106,202205,9.PNR Capital de trabajo,0,5,11,6.0792460550000004E7
202106,202205,9.PNR Capital de trabajo,1,2,11,7724822.65
202106,202205,9.PNR Capital de trabajo,0,2,11,5.5220641379999995E7
202106,202205,9.PNR Capital de trabajo,1,1,11,78140.58
202106,202206,9.PNR Capital de trabajo,1,2,12,6477991.390000001
202106,202206,9.PNR Capital de trabajo,1,1,12,0.0
202106,202206,9.PNR Capital de trabajo,1,5,12,6051389.66
202106,202206,9.PNR Capital de trabajo,0,2,12,4.950137617999999E7
202106,202206,9.PNR Capital de trabajo,0,5,12,5.066234048E7
202106,202206,9.PNR Capital de trabajo,0,1,12,80100.5
202106,202207,9.PNR Capital de trabajo,0,2,13,4.3973204470000006E7
202106,202207,9.PNR Capital de trabajo,1,1,13,0.0
202106,202207,9.PNR Capital de trabajo,0,1,13,59387.46000000001
202106,202207,9.PNR Capital de trabajo,1,2,13,5715173.7
202106,202207,9.PNR Capital de trabajo,0,5,13,4.4721199E7
202106,202207,9.PNR Capital de trabajo,1,5,13,4240815.9
202106,202208,9.PNR Capital de trabajo,1,2,14,5240608.04
202106,202208,9.PNR Capital de trabajo,0,1,14,7381.6
202106,202208,9.PNR Capital de trabajo,1,5,14,4824908.53
202106,202208,9.PNR Capital de trabajo,1,1,14,18184.07
202106,202208,9.PNR Capital de trabajo,0,5,14,3.997417493E7
202106,202208,9.PNR Capital de trabajo,0,2,14,3.944719868000001E7
202106,202209,9.PNR Capital de trabajo,0,1,15,3727.6
202106,202209,9.PNR Capital de trabajo,0,2,15,3.4445228300000004E7
