cosecha;codmes;maduracion;saldo_inicial;provisionporc;pdponderado;rango_pd;porcentajeacum;REAL;acumulado30;PRIMERA PARTE;SEGUNDA PARTE;TERCERA;PROYECTADO
202206;202208;2;746480925.44;0.00;0.05;3. Medio II;0.01;8795038.26;0.12;0.01;0.01;0.01;9276156.11
202206;202209;3;746480925.44;0.01;0.05;3. Medio II;0.02;13928587.59;0.12;0.01;0.01;0.01;9737425.60
202206;202210;4;746480925.44;0.01;0.05;3. Medio II;0.03;19668279.42;0.12;0.01;0.01;0.01;10290624.03
202206;202211;5;746480925.44;0.01;0.05;3. Medio II;0.03;25864071.10;0.12;0.01;0.01;0.01;10935751.40
202206;202212;6;746480925.44;0.01;0.05;3. Medio II;0.04;31995665.43;0.12;0.02;0.02;0.02;11672807.71
202206;202301;7;746480925.44;0.01;0.05;3. Medio II;0.05;37948850.81;0.12;0.02;0.02;0.02;12501792.96
202206;202302;8;746480925.44;0.01;0.05;3. Medio II;0.06;42612863.63;0.12;0.02;0.02;0.02;13422707.15
202206;202303;9;746480925.44;0.01;0.05;3. Medio II;0.06;48006188.32;0.12;0.02;0.02;0.02;14435550.28
202206;202304;10;746480925.44;0.01;0.05;3. Medio II;0.07;52867272.10;0.12;0.02;0.02;0.02;15540322.36
202206;202305;11;746480925.44;0.01;0.05;3. Medio II;0.08;58000074.94;0.12;0.02;0.02;0.02;16737023.37
202206;202306;12;746480925.44;0.01;0.05;3. Medio II;0.08;62841750.23;0.12;0.02;0.02;0.02;18025653.32
202206;202307;13;746480925.44;0.01;0.05;3. Medio II;0.09;67570706.89;0.12;0.03;0.03;0.03;19406212.22
202206;202308;14;746480925.44;0.00;0.05;3. Medio II;0.09;70735039.53;0.12;0.03;0.03;0.03;20878700.05
202206;202309;15;746480925.44;0.00;0.05;3. Medio II;0.10;72626622.20;0.12;0.03;0.03;0.03;22443116.83
202206;202310;16;746480925.44;0.00;0.05;3. Medio II;0.10;74880248.11;0.12;0.03;0.03;0.03;24099462.54
202206;202311;17;746480925.44;0.00;0.05;3. Medio II;0.10;76927098.81;0.12;0.03;0.05;0.05;34279000.20
202206;202312;18;746480925.44;0.00;0.05;3. Medio II;0.10;78159538.82;0.12;0.04;0.05;0.05;35119285.27
202206;202401;19;746480925.44;0.00;0.05;3. Medio II;0.11;80151896.41;0.12;0.04;0.05;0.05;35893771.62
202206;202402;20;746480925.44;0.00;0.05;3. Medio II;0.11;81464209.87;0.12;0.04;0.05;0.05;36612019.87
202206;202403;21;746480925.44;0.00;0.05;3. Medio II;0.11;83203510.43;0.12;0.05;0.05;0.05;37281647.32
202206;202404;22;746480925.44;0.00;0.05;3. Medio II;0.11;84947289.87;0.12;0.05;0.05;0.05;37908821.30
202206;202405;23;746480925.44;0.00;0.05;3. Medio II;0.12;86632097.32;0.12;0.05;0.05;0.05;38498605.37
202206;202406;24;746480925.44;0.00;0.05;3. Medio II;0.12;87920523.40;0.12;0.05;0.05;0.05;39055207.93
202206;202407;25;746480925.44;0.00;0.05;3. Medio II;0.12;88637145.09;0.12;0.06;0.05;0.05;39582164.56
202206;202408;26;746480925.44;0.00;0.05;3. Medio II;0.12;89473203.72;0.12;0.06;0.05;0.05;40082474.22
202206;202409;27;746480925.44;0.00;0.05;3. Medio II;0.12;89660570.44;0.12;0.06;0.05;0.05;40558702.63
202206;202410;28;746480925.44;0.00;0.05;3. Medio II;0.12;90410037.28;0.12;0.07;0.05;0.05;41013061.93
202206;202411;29;746480925.44;0.00;0.05;3. Medio II;0.12;90751179.07;0.12;0.07;0.06;0.06;41447472.75
202206;202412;30;746480925.44;0.00;0.05;3. Medio II;0.12;91087095.48;0.12;0.08;0.06;0.06;41447472.75
202206;202501;31;746480925.44;0.00;0.05;3. Medio II;0.12;91355828.62;0.12;0.08;0.06;0.06;41447472.75
202206;202502;32;746480925.44;0.00;0.05;3. Medio II;0.12;91514082.57;0.12;0.08;0.06;0.06;41447472.75
202206;202503;33;746480925.44;0.00;0.05;3. Medio II;0.12;91985112.04;0.12;0.09;0.06;0.06;41447472.75
202206;202504;34;746480925.44;0.00;0.05;3. Medio II;0.12;92130675.82;0.12;0.09;0.06;0.06;41447472.75
202206;202505;35;746480925.44;0.00;0.05;3. Medio II;0.12;92167253.38;0.12;0.10;0.06;0.06;41447472.75
202206;202506;36;746480925.44;0.00;0.05;3. Medio II;0.12;92194126.70;0.12;0.10;0.06;0.06;41447472.75
202206;202507;37;746480925.44;0.00;0.05;3. Medio II;0.12;92361338.42;0.12;0.11;0.06;0.06;41447472.75
202206;202508;38;746480925.44;0.00;0.05;3. Medio II;0.12;92665902.64;0.12;0.11;0.06;0.06;41447472.75
202206;202509;39;746480925.44;0.00;0.05;3. Medio II;0.12;92821170.67;0.12;0.12;0.06;0.06;41447472.75
202207;202207;0;710270696.42;0.01;0.05;4. Medio I;0.01;7200724.32;0.12;0.01;0.01;0.01;7102706.96
202207;202208;1;710270696.42;0.00;0.05;4. Medio I;0.01;6564321.78;0.12;0.01;0.01;0.01;6392436.27
202207;202209;2;710270696.42;0.00;0.05;4. Medio I;0.01;7982732.36;0.12;0.01;0.01;0.01;8479097.99
202207;202210;3;710270696.42;0.01;0.05;4. Medio I;0.02;12726630.34;0.12;0.01;0.01;0.01;9227026.40
202207;202211;4;710270696.42;0.01;0.05;4. Medio I;0.02;17352623.38;0.12;0.01;0.01;0.01;10028756.59
202207;202212;5;710270696.42;0.01;0.05;4. Medio I;0.03;22693859.02;0.12;0.02;0.02;0.02;10884288.54
202207;202301;6;710270696.42;0.01;0.05;4. Medio I;0.04;28918671.40;0.12;0.02;0.02;0.02;11793622.26
202207;202302;7;710270696.42;0.01;0.05;4. Medio I;0.05;32976447.89;0.12;0.02;0.02;0.02;12756757.76
202207;202303;8;710270696.42;0.01;0.05;4. Medio I;0.06;39292885.20;0.12;0.02;0.02;0.02;13773695.02
202207;202304;9;710270696.42;0.01;0.05;4. Medio I;0.06;44597186.76;0.12;0.02;0.02;0.02;14844434.05
202207;202305;10;710270696.42;0.01;0.05;4. Medio I;0.07;49421345.33;0.12;0.02;0.02;0.02;15968974.86
202207;202306;11;710270696.42;0.01;0.05;4. Medio I;0.08;54435856.44;0.12;0.02;0.02;0.02;17147317.43
202207;202307;12;710270696.42;0.01;0.05;4. Medio I;0.08;58177562.47;0.12;0.03;0.03;0.03;18379461.77
202207;202308;13;710270696.42;0.00;0.05;4. Medio I;0.09;61662150.51;0.12;0.03;0.03;0.03;19665407.88
202207;202309;14;710270696.42;0.00;0.05;4. Medio I;0.09;64639605.27;0.12;0.03;0.03;0.03;21005155.76
202207;202310;15;710270696.42;0.00;0.05;4. Medio I;0.09;67434520.46;0.12;0.03;0.03;0.03;22398705.41
202207;202311;16;710270696.42;0.00;0.05;4. Medio I;0.10;70477320.12;0.12;0.03;0.03;0.03;23846056.83
202207;202312;17;710270696.42;0.00;0.05;4. Medio I;0.10;72979603.79;0.12;0.04;0.05;0.05;32284173.33
202207;202401;18;710270696.42;0.00;0.05;4. Medio I;0.11;75118228.85;0.12;0.04;0.05;0.05;33052271.11
202207;202402;19;710270696.42;0.00;0.05;4. Medio I;0.11;76736225.50;0.12;0.04;0.05;0.05;33760189.12
202207;202403;20;710270696.42;0.00;0.05;4. Medio I;0.11;78738478.59;0.12;0.04;0.05;0.05;34416676.12
202207;202404;21;710270696.42;0.00;0.05;4. Medio I;0.11;80414717.44;0.12;0.04;0.05;0.05;35028701.64
202207;202405;22;710270696.42;0.00;0.05;4. Medio I;0.11;81607261.94;0.12;0.05;0.05;0.05;35601908.00
202207;202406;23;710270696.42;0.00;0.05;4. Medio I;0.12;82914870.29;0.12;0.05;0.05;0.05;36140927.26
202207;202407;24;710270696.42;0.00;0.05;4. Medio I;0.12;83575422.04;0.12;0.05;0.05;0.05;36649608.87
202207;202408;25;710270696.42;0.00;0.05;4. Medio I;0.12;84422064.71;0.12;0.06;0.05;0.05;37131186.61
202207;202409;26;710270696.42;0.00;0.05;4. Medio I;0.12;84914992.57;0.12;0.06;0.05;0.05;37588403.29
202207;202410;27;710270696.42;0.00;0.05;4. Medio I;0.12;85804961.75;0.12;0.06;0.05;0.05;38023605.34
202207;202411;28;710270696.42;0.00;0.05;4. Medio I;0.12;85991762.94;0.12;0.06;0.05;0.05;38438815.71
202207;202412;29;710270696.42;0.00;0.05;4. Medio I;0.12;86793658.56;0.12;0.07;0.05;0.05;38835790.71
202207;202501;30;710270696.42;0.00;0.05;4. Medio I;0.12;87057168.99;0.12;0.07;0.06;0.05;38835790.71
202207;202502;31;710270696.42;0.00;0.05;4. Medio I;0.12;87284455.61;0.12;0.07;0.06;0.05;38835790.71
202207;202503;32;710270696.42;0.00;0.05;4. Medio I;0.12;87547966.04;0.12;0.08;0.06;0.05;38835790.71
202207;202504;33;710270696.42;0.00;0.05;4. Medio I;0.12;87912334.91;0.12;0.08;0.06;0.05;38835790.71
202207;202505;34;710270696.42;0.00;0.05;4. Medio I;0.12;88057230.13;0.12;0.08;0.06;0.05;38835790.71
202207;202506;35;710270696.42;0.00;0.05;4. Medio I;0.12;88231246.45;0.12;0.09;0.06;0.05;38835790.71
202207;202507;36;710270696.42;0.00;0.05;4. Medio I;0.12;88518195.81;0.12;0.09;0.06;0.05;38835790.71
202207;202508;37;710270696.42;0.00;0.05;4. Medio I;0.12;88663091.03;0.12;0.09;0.06;0.05;38835790.71
202207;202509;38;710270696.42;0.00;0.05;4. Medio I;0.12;88761818.66;0.12;0.10;0.06;0.05;38835790.71
202208;202208;0;669774310.82;0.01;0.05;3. Medio II;0.01;6768739.19;0.12;0.01;0.01;0.01;6697743.11
202208;202209;1;669774310.82;0.00;0.05;3. Medio II;0.01;6155895.69;0.12;0.01;0.01;0.01;6027968.80
202208;202210;2;669774310.82;0.00;0.05;3. Medio II;0.01;7730535.10;0.12;0.01;0.01;0.01;9425641.41
202208;202211;3;669774310.82;0.01;0.05;3. Medio II;0.02;11938727.09;0.12;0.01;0.01;0.01;8814967.68
202208;202212;4;669774310.82;0.01;0.05;3. Medio II;0.02;16412149.71;0.12;0.01;0.01;0.01;8398134.27
202208;202301;5;669774310.82;0.01;0.05;3. Medio II;0.04;23488985.08;0.12;0.01;0.01;0.01;8175141.19
202208;202302;6;669774310.82;0.01;0.05;3. Medio II;0.04;28341499.96;0.12;0.01;0.01;0.01;8145988.44
202208;202303;7;669774310.82;0.01;0.05;3. Medio II;0.05;33746578.65;0.12;0.01;0.01;0.01;8310676.01
202208;202304;8;669774310.82;0.01;0.05;3. Medio II;0.06;39242076.87;0.12;0.01;0.01;0.01;8669203.90
202208;202305;9;669774310.82;0.01;0.05;3. Medio II;0.07;44055744.84;0.12;0.01;0.01;0.01;9221572.12
202208;202306;10;669774310.82;0.01;0.05;3. Medio II;0.07;48166819.56;0.12;0.01;0.01;0.01;9967780.66
202208;202307;11;669774310.82;0.01;0.05;3. Medio II;0.08;51977835.39;0.12;0.02;0.02;0.02;10907829.53
202208;202308;12;669774310.82;0.00;0.05;3. Medio II;0.08;55248343.35;0.12;0.02;0.02;0.02;12041718.73
202208;202309;13;669774310.82;0.00;0.05;3. Medio II;0.09;57513520.07;0.12;0.02;0.02;0.02;13369448.24
202208;202310;14;669774310.82;0.00;0.05;3. Medio II;0.09;60528844.02;0.12;0.02;0.02;0.02;14891018.09
202208;202311;15;669774310.82;0.00;0.05;3. Medio II;0.09;62684847.52;0.12;0.02;0.02;0.02;16606428.26
202208;202312;16;669774310.82;0.00;0.05;3. Medio II;0.10;65138230.82;0.12;0.03;0.03;0.03;18515678.75
202208;202401;17;669774310.82;0.00;0.05;3. Medio II;0.10;67675335.91;0.12;0.03;0.05;0.05;31728448.26
202208;202402;18;669774310.82;0.00;0.05;3. Medio II;0.10;68921116.13;0.12;0.03;0.05;0.05;32572792.66
202208;202403;19;669774310.82;0.00;0.05;3. Medio II;0.11;71129362.03;0.12;0.04;0.05;0.05;33351132.61
202208;202404;20;669774310.82;0.00;0.05;3. Medio II;0.11;72408630.97;0.12;0.04;0.05;0.05;34073043.53
202208;202405;21;669774310.82;0.00;0.05;3. Medio II;0.11;73772961.24;0.12;0.05;0.05;0.05;34746157.35
202208;202406;22;669774310.82;0.00;0.05;3. Medio II;0.11;75129254.22;0.12;0.05;0.05;0.05;35376655.27
202208;202407;23;669774310.82;0.00;0.05;3. Medio II;0.11;75873373.48;0.12;0.06;0.05;0.05;35969613.65
202208;202408;24;669774310.82;0.00;0.05;3. Medio II;0.11;76815076.16;0.12;0.06;0.05;0.05;36529252.59
202208;202409;25;669774310.82;0.00;0.05;3. Medio II;0.12;77293295.02;0.12;0.07;0.06;0.06;37059118.25
202208;202410;26;669774310.82;0.00;0.05;3. Medio II;0.12;78030046.76;0.12;0.07;0.06;0.06;37562219.18
202208;202411;27;669774310.82;0.00;0.05;3. Medio II;0.12;78614759.73;0.12;0.08;0.06;0.06;38041129.77
202208;202412;28;669774310.82;0.00;0.05;3. Medio II;0.12;79119769.56;0.12;0.08;0.06;0.06;38498069.94
202208;202501;29;669774310.82;0.00;0.05;3. Medio II;0.12;79526992.34;0.12;0.09;0.06;0.06;38934967.40
202208;202502;30;669774310.82;0.00;0.05;3. Medio II;0.12;80019276.46;0.12;0.10;0.06;0.06;38934967.40
202208;202503;31;669774310.82;0.00;0.05;3. Medio II;0.12;80623412.89;0.12;0.11;0.06;0.06;38934967.40
202208;202504;32;669774310.82;0.00;0.05;3. Medio II;0.12;81077519.87;0.12;0.11;0.06;0.06;38934967.40
202208;202505;33;669774310.82;0.00;0.05;3. Medio II;0.12;81315959.53;0.12;0.12;0.06;0.06;38934967.40
202208;202506;34;669774310.82;0.00;0.05;3. Medio II;0.12;81423123.42;0.12;0.13;0.06;0.06;38934967.40
202208;202507;35;669774310.82;0.00;0.05;3. Medio II;0.12;81816950.71;0.12;0.14;0.06;0.06;38934967.40
202208;202508;36;669774310.82;0.00;0.05;3. Medio II;0.12;81887277.02;0.12;0.15;0.06;0.06;38934967.40
202208;202509;37;669774310.82;0.00;0.05;3. Medio II;0.12;82179298.61;0.12;0.15;0.06;0.06;38934967.40
202209;202209;0;657337313.99;0.01;0.06;3. Medio II;0.01;6698924.57;0.12;0.01;0.01;0.01;6573373.14
202209;202210;1;657337313.99;0.00;0.06;3. Medio II;0.01;6073139.44;0.12;0.01;0.01;0.01;5916035.83
202209;202211;2;657337313.99;0.00;0.06;3. Medio II;0.01;7753293.62;0.12;0.02;0.02;0.02;10307709.23
202209;202212;3;657337313.99;0.01;0.06;3. Medio II;0.02;13249948.24;0.12;0.01;0.01;0.01;8680808.18
202209;202301;4;657337313.99;0.01;0.06;3. Medio II;0.03;18752518.89;0.12;0.01;0.01;0.01;7355568.21
202209;202302;5;657337313.99;0.01;0.06;3. Medio II;0.04;24345802.10;0.12;0.01;0.01;0.01;6331989.34
202209;202303;6;657337313.99;0.01;0.06;3. Medio II;0.05;31028293.23;0.12;0.01;0.01;0.01;5610071.55
202209;202304;7;657337313.99;0.01;0.06;3. Medio II;0.06;37560911.46;0.12;0.01;0.01;0.01;5189814.85
202209;202305;8;657337313.99;0.01;0.06;3. Medio II;0.06;41869757.55;0.12;0.01;0.01;0.01;5071219.24
202209;202306;9;657337313.99;0.01;0.06;3. Medio II;0.07;46851717.05;0.12;0.01;0.01;0.01;5254284.72
202209;202307;10;657337313.99;0.01;0.06;3. Medio II;0.08;51751509.39;0.12;0.01;0.01;0.01;5739011.29
202209;202308;11;657337313.99;0.00;0.06;3. Medio II;0.08;54292775.45;0.12;0.01;0.01;0.01;6525398.94
202209;202309;12;657337313.99;0.00;0.06;3. Medio II;0.09;56734783.57;0.12;0.01;0.01;0.01;7613447.68
202209;202310;13;657337313.99;0.00;0.06;3. Medio II;0.09;59690172.13;0.12;0.01;0.01;0.01;9003157.52
202209;202311;14;657337313.99;0.00;0.06;3. Medio II;0.09;62239326.24;0.12;0.02;0.02;0.02;10694528.44
202209;202312;15;657337313.99;0.00;0.06;3. Medio II;0.10;63572406.31;0.12;0.02;0.02;0.02;12687560.45
202209;202401;16;657337313.99;0.00;0.06;3. Medio II;0.10;65441873.63;0.12;0.02;0.02;0.02;14982253.54
202209;202402;17;657337313.99;0.00;0.06;3. Medio II;0.10;66912994.54;0.12;0.03;0.05;0.05;31981714.04
202209;202403;18;657337313.99;0.00;0.06;3. Medio II;0.10;68609582.15;0.12;0.03;0.05;0.05;32886987.95
202209;202404;19;657337313.99;0.00;0.06;3. Medio II;0.11;70289078.98;0.12;0.04;0.05;0.05;33721597.26
202209;202405;20;657337313.99;0.00;0.06;3. Medio II;0.11;71767430.60;0.12;0.04;0.05;0.05;34495779.62
202209;202406;21;657337313.99;0.00;0.06;3. Medio II;0.11;73506745.14;0.12;0.05;0.05;0.05;35217697.40
202209;202407;22;657337313.99;0.00;0.06;3. Medio II;0.11;74529562.00;0.12;0.05;0.05;0.05;35893963.22
202209;202408;23;657337313.99;0.00;0.06;3. Medio II;0.12;75757468.10;0.12;0.06;0.06;0.06;36530009.08
202209;202409;24;657337313.99;0.00;0.06;3. Medio II;0.12;76073647.35;0.12;0.07;0.06;0.06;37130351.66
202209;202410;25;657337313.99;0.00;0.06;3. Medio II;0.12;76888745.62;0.12;0.07;0.06;0.06;37698787.09
202209;202411;26;657337313.99;0.00;0.06;3. Medio II;0.12;77828737.98;0.12;0.08;0.06;0.06;38238536.51
202209;202412;27;657337313.99;0.00;0.06;3. Medio II;0.12;78290846.11;0.12;0.09;0.06;0.06;38752356.63
202209;202501;28;657337313.99;0.00;0.06;3. Medio II;0.12;78998798.40;0.12;0.10;0.06;0.06;39242624.94
202209;202502;29;657337313.99;0.00;0.06;3. Medio II;0.12;79430011.67;0.12;0.11;0.06;0.06;39711406.20
202209;202503;30;657337313.99;0.00;0.06;3. Medio II;0.12;80024244.61;0.12;0.12;0.06;0.06;39711406.20
202209;202504;31;657337313.99;0.00;0.06;3. Medio II;0.12;80521191.61;0.12;0.13;0.06;0.06;39711406.20
202209;202505;32;657337313.99;0.00;0.06;3. Medio II;0.12;80778210.50;0.12;0.14;0.06;0.06;39711406.20
202209;202506;33;657337313.99;0.00;0.06;3. Medio II;0.12;80891929.86;0.12;0.15;0.06;0.06;39711406.20
202209;202507;34;657337313.99;0.00;0.06;3. Medio II;0.12;81147634.07;0.12;0.16;0.06;0.06;39711406.20
202209;202508;35;657337313.99;0.00;0.06;3. Medio II;0.12;81547295.16;0.12;0.18;0.06;0.06;39711406.20
202209;202509;36;657337313.99;0.00;0.06;3. Medio II;0.12;81559127.23;0.12;0.19;0.06;0.06;39711406.20
202210;202210;0;719046809.47;0.01;0.07;3. Medio II;0.01;7397553.58;0.12;0.01;0.01;0.01;7190468.09
202210;202211;1;719046809.47;0.00;0.07;3. Medio II;0.01;6820878.03;0.12;0.01;0.01;0.01;6471421.29
202210;202212;2;719046809.47;0.00;0.07;3. Medio II;0.01;8688961.65;0.12;0.02;0.02;0.02;15719703.61
202210;202301;3;719046809.47;0.01;0.07;3. Medio II;0.02;14449245.64;0.12;0.01;0.01;0.01;9360603.37
202210;202302;4;719046809.47;0.01;0.07;3. Medio II;0.03;19743587.29;0.12;0.01;0.01;0.01;3826586.89
202210;202303;5;719046809.47;0.01;0.07;3. Medio II;0.04;26782336.51;0.12;0.00;0.00;0.00;-882345.85
202210;202304;6;719046809.47;0.01;0.07;3. Medio II;0.05;34305004.23;0.12;-0.01;-0.01;-0.01;-4766194.84
202210;202305;7;719046809.47;0.01;0.07;3. Medio II;0.06;40889315.87;0.12;-0.01;-0.01;-0.01;-7824960.08
202210;202306;8;719046809.47;0.01;0.07;3. Medio II;0.07;47283799.14;0.12;-0.01;-0.01;-0.01;-10058641.58
202210;202307;9;719046809.47;0.01;0.07;3. Medio II;0.07;52698221.62;0.12;-0.02;-0.02;-0.02;-11467239.32
202210;202308;10;719046809.47;0.01;0.07;3. Medio II;0.08;56528583.97;0.12;-0.02;-0.02;-0.02;-12050753.32
202210;202309;11;719046809.47;0.00;0.07;3. Medio II;0.08;59150228.64;0.12;-0.02;-0.02;-0.02;-11809183.57
202210;202310;12;719046809.47;0.01;0.07;3. Medio II;0.09;63163947.93;0.12;-0.01;-0.01;-0.01;-10742530.08
202210;202311;13;719046809.47;0.00;0.07;3. Medio II;0.09;65074455.30;0.12;-0.01;-0.01;-0.01;-8850792.83
202210;202312;14;719046809.47;0.00;0.07;3. Medio II;0.09;67696819.02;0.12;-0.01;-0.01;-0.01;-6133971.84
202210;202401;15;719046809.47;0.00;0.07;3. Medio II;0.10;70371673.15;0.12;0.00;0.00;0.00;-2592067.10
202210;202402;16;719046809.47;0.00;0.07;3. Medio II;0.10;72217466.31;0.12;0.00;0.00;0.00;1774921.39
202210;202403;17;719046809.47;0.00;0.07;3. Medio II;0.10;74570906.52;0.12;0.01;0.05;0.05;38002156.08
202210;202404;18;719046809.47;0.00;0.07;3. Medio II;0.11;76358456.88;0.12;0.02;0.05;0.05;39256513.17
202210;202405;19;719046809.47;0.00;0.07;3. Medio II;0.11;78519192.55;0.12;0.03;0.06;0.06;40413398.98
202210;202406;20;719046809.47;0.00;0.07;3. Medio II;0.11;80201043.03;0.12;0.04;0.06;0.06;41486875.60
202210;202407;21;719046809.47;0.00;0.07;3. Medio II;0.11;81434927.36;0.12;0.05;0.06;0.06;42488165.70
202210;202408;22;719046809.47;0.00;0.07;3. Medio II;0.12;82971530.39;0.12;0.06;0.06;0.06;43426369.01
202210;202409;23;719046809.47;0.00;0.07;3. Medio II;0.12;83880405.56;0.12;0.08;0.06;0.06;44308966.18
202210;202410;24;719046809.47;0.00;0.07;3. Medio II;0.12;85032318.55;0.12;0.09;0.06;0.06;45142181.42
202210;202411;25;719046809.47;0.00;0.07;3. Medio II;0.12;85532775.13;0.12;0.11;0.06;0.06;45931249.08
202210;202412;26;719046809.47;0.00;0.07;3. Medio II;0.12;86169850.60;0.12;0.13;0.06;0.06;46680612.97
202210;202501;27;719046809.47;0.00;0.07;3. Medio II;0.12;86849349.84;0.12;0.15;0.07;0.07;47394077.97
202210;202502;28;719046809.47;0.00;0.07;3. Medio II;0.12;87451911.06;0.12;0.16;0.07;0.07;48074926.96
202210;202503;29;719046809.47;0.00;0.07;3. Medio II;0.12;88045843.73;0.12;0.19;0.07;0.07;48726012.09
202210;202504;30;719046809.47;0.00;0.07;3. Medio II;0.12;88441319.47;0.12;0.21;0.07;0.07;48726012.09
202210;202505;31;719046809.47;0.00;0.07;3. Medio II;0.12;88904385.62;0.12;0.23;0.07;0.07;48726012.09
202210;202506;32;719046809.47;0.00;0.07;3. Medio II;0.12;89020871.20;0.12;0.26;0.07;0.07;48726012.09
202210;202507;33;719046809.47;0.00;0.07;3. Medio II;0.12;89234428.10;0.12;0.28;0.07;0.07;48726012.09
202210;202508;34;719046809.47;0.00;0.07;3. Medio II;0.12;89371766.04;0.12;0.31;0.07;0.07;48726012.09
202210;202509;35;719046809.47;0.00;0.07;3. Medio II;0.12;89559437.26;0.12;0.34;0.07;0.07;48726012.09
202211;202211;0;711193219.46;0.01;0.07;3. Medio II;0.01;7133267.99;0.12;0.01;0.01;0.01;7111932.19
202211;202212;1;711193219.46;0.00;0.07;3. Medio II;0.01;6678104.33;0.12;0.01;0.01;0.01;6400738.98
202211;202301;2;711193219.46;0.00;0.07;3. Medio II;0.01;8175166.06;0.12;0.02;0.02;0.02;16013084.58
202211;202302;3;711193219.46;0.01;0.07;3. Medio II;0.02;12290130.03;0.12;0.01;0.01;0.01;9228448.52
202211;202303;4;711193219.46;0.01;0.07;3. Medio II;0.03;18842353.16;0.12;0.00;0.00;0.00;3313316.38
202211;202304;5;711193219.46;0.01;0.07;3. Medio II;0.04;26233073.09;0.12;0.00;0.00;0.00;-1732311.83
202211;202305;6;711193219.46;0.01;0.07;3. Medio II;0.05;32786718.61;0.12;-0.01;-0.01;-0.01;-5908436.11
202211;202306;7;711193219.46;0.01;0.07;3. Medio II;0.06;39764235.29;0.12;-0.01;-0.01;-0.01;-9215056.48
202211;202307;8;711193219.46;0.01;0.07;3. Medio II;0.06;45994287.89;0.12;-0.02;-0.02;-0.02;-11652172.91
202211;202308;9;711193219.46;0.01;0.07;3. Medio II;0.07;50411508.97;0.12;-0.02;-0.02;-0.02;-13219785.43
202211;202309;10;711193219.46;0.00;0.07;3. Medio II;0.08;53685131.36;0.12;-0.02;-0.02;-0.02;-13917894.02
202211;202310;11;711193219.46;0.01;0.07;3. Medio II;0.08;58084572.62;0.12;-0.02;-0.02;-0.02;-13746498.68
202211;202311;12;711193219.46;0.00;0.07;3. Medio II;0.09;60866760.49;0.12;-0.02;-0.02;-0.02;-12705599.42
202211;202312;13;711193219.46;0.00;0.07;3. Medio II;0.09;63647525.98;0.12;-0.02;-0.02;-0.02;-10795196.24
202211;202401;14;711193219.46;0.00;0.07;3. Medio II;0.09;66451049.65;0.12;-0.01;-0.01;-0.01;-8015289.13
202211;202402;15;711193219.46;0.00;0.07;3. Medio II;0.10;69049038.48;0.12;-0.01;-0.01;-0.01;-4365878.09
202211;202403;16;711193219.46;0.00;0.07;3. Medio II;0.10;71608622.88;0.12;0.00;0.00;0.00;153036.87
202211;202404;17;711193219.46;0.00;0.07;3. Medio II;0.10;74058683.52;0.12;0.01;0.05;0.05;37870339.03
202211;202405;18;711193219.46;0.00;0.07;3. Medio II;0.11;76208620.62;0.12;0.02;0.06;0.06;39135077.85
202211;202406;19;711193219.46;0.00;0.07;3. Medio II;0.11;78288860.79;0.12;0.03;0.06;0.06;40301579.32
202211;202407;20;711193219.46;0.00;0.07;3. Medio II;0.11;79803702.35;0.12;0.04;0.06;0.06;41384010.59
202211;202408;21;711193219.46;0.00;0.07;3. Medio II;0.11;81331345.38;0.12;0.05;0.06;0.06;42393679.23
202211;202409;22;711193219.46;0.00;0.07;3. Medio II;0.12;82011246.10;0.12;0.06;0.06;0.06;43339754.52
202211;202410;23;711193219.46;0.00;0.07;3. Medio II;0.12;83006205.42;0.12;0.08;0.06;0.06;44229774.77
202211;202411;24;711193219.46;0.00;0.07;3. Medio II;0.12;83675438.24;0.12;0.10;0.06;0.06;45070012.61
202211;202412;25;711193219.46;0.00;0.07;3. Medio II;0.12;84565852.15;0.12;0.11;0.06;0.06;45865743.31
202211;202501;26;711193219.46;0.00;0.07;3. Medio II;0.12;85458399.64;0.12;0.13;0.07;0.07;46621445.70
202211;202502;27;711193219.46;0.00;0.07;3. Medio II;0.12;85792660.45;0.12;0.15;0.07;0.07;47340954.79
202211;202503;28;711193219.46;0.00;0.07;3. Medio II;0.12;86775529.48;0.12;0.17;0.07;0.07;48027579.54
202211;202504;29;711193219.46;0.00;0.07;3. Medio II;0.12;87348751.21;0.12;0.19;0.07;0.07;48684194.93
202211;202505;30;711193219.46;0.00;0.07;3. Medio II;0.12;87926240.11;0.12;0.22;0.07;0.07;48684194.93
202211;202506;31;711193219.46;0.00;0.07;3. Medio II;0.12;88704285.49;0.12;0.24;0.07;0.07;48684194.93
202211;202507;32;711193219.46;0.00;0.07;3. Medio II;0.13;89098997.73;0.12;0.27;0.07;0.07;48684194.93
202211;202508;33;711193219.46;0.00;0.07;3. Medio II;0.13;89564829.29;0.12;0.30;0.07;0.07;48684194.93
202211;202509;34;711193219.46;0.00;0.07;3. Medio II;0.13;89901223.68;0.12;0.32;0.07;0.07;48684194.93
202212;202212;0;616241387.50;0.01;0.07;3. Medio II;0.01;6367622.26;0.11;0.01;0.01;0.01;6162413.88
202212;202301;1;616241387.50;0.00;0.07;3. Medio II;0.01;5682978.08;0.11;0.01;0.01;0.01;5546172.49
202212;202302;2;616241387.50;0.00;0.07;3. Medio II;0.01;6855685.44;0.11;0.02;0.02;0.02;14592350.47
