MES,MADURACION,EM
202504,44,0.11410500490843396
202505,45,0.04348501814280519
202506,46,0.0
202507,47,0.0
202201,4,0.21469979700048422
202202,5,0.18764481903548474
202203,6,0.18674433395211035
202204,7,0.22854605810757903
202205,8,0.159013199087647
202206,9,0.21070952294436984
202207,10,0.2373115407441362
202208,11,0.24498588645174824
202209,12,0.25588858535274117
202210,13,0.27684723392358357
202211,14,0.19668260651591393
202212,15,0.2887762504430843
202301,16,0.34398801764413184
202302,17,0.3381961707077257
202303,18,0.5298630815159928
202304,19,0.2847945257352895
202305,20,0.35727361833443555
202306,21,0.33483135838887235
202307,22,0.42688214591708257
202308,23,0.48665549257222035
202309,24,0.6418135859581338
202310,25,0.5701367356512288
202311,26,0.829702478019834
202312,27,1.2675021692705526
202401,28,0.6138506101087858
202402,29,0.9964779692009887
202403,30,0.6016936596352072
202404,31,0.6024069576882184
202405,32,0.8839366486021693
202406,33,0.5463712039008055
202407,34,1.1370901774835371
202408,35,0.9195223857362873
202409,36,1.0381961713318657
202410,37,0.8036035695547216
202411,38,0.928997726517852
202412,39,1.0189532999726187
202501,40,0.5546212320494998
202502,41,1.2425093119698445
202503,42,1.1295514184436153
202504,43,0.14224745555974586
202505,44,0.19520941993085314
202506,45,0.0
202507,46,0.02418011053720837
202201,3,0.1796138061998844
202202,4,0.19396794365937184
202203,5,0.15059977811765532
202204,6,0.20421767176788727
202205,7,0.12955445788074965
202206,8,0.18252417791160297
202207,9,0.23934203587770886
202208,10,0.19655354080108076
202209,11,0.22201979341527311
202210,12,0.17013721075838137
202211,13,0.20457156663965556
202212,14,0.23375149042612345
202301,15,0.22718623634617405
202302,16,0.2676996170644997
202303,17,0.4740170332789672
202304,18,0.23825073059549376
202305,19,0.2504453612554873
202306,20,0.26961848477770134
202307,21,0.2964681302645512
202308,22,0.2251886226487373
202309,23,0.2724491270141819
202310,24,0.3646795338830484
202311,25,0.17288059486568388
202312,26,0.3362028997585451
202401,27,0.2800657337538588
202402,28,0.15976593478125353
202403,29,0.3207036135536888
202404,30,0.6118186485818754
202405,31,0.3425849907203234
202406,32,0.09138241826527888
202407,33,0.4224124831000882
202408,34,0.5842956761256944
202409,35,0.37721494290645374
202410,36,0.9514882043221019
202411,37,0.5959852220843725
202412,38,0.6406547932288289
202501,39,0.806688706021175
202502,40,0.674178172893664
202503,41,0.553292041582072
202504,42,0.5993240102573213
202505,43,0.5157905636083757
202506,44,0.6910219337850838
202507,45,0.2569348297220458
202201,2,0.12115609571791885
202202,3,0.15329937289197898
202203,4,0.13979358763491032
202204,5,0.17731782784895186
202205,6,0.1476550776962344
202206,7,0.19757252322250143
202207,8,0.20443214426954592
202208,9,0.19664347956449083
202209,10,0.19962740172055865
202210,11,0.1707436863173059
202211,12,0.2065970615525825
202212,13,0.22186469888780957
202301,14,0.20177112404356137
202302,15,0.2710820091233479
202303,16,0.4705153096355431
202304,17,0.23499729995481944
202305,18,0.2590707392943139
202306,19,0.31349324074150486
202307,20,0.29410735998448523
202308,21,0.3290915681995586
202309,22,0.26860987100530087
202310,23,0.35458815689980433
202311,24,0.32779318224977766
202312,25,0.5394224234529165
202401,26,0.4971095210042132
202402,27,0.7552864953407009
202403,28,0.8898548309885205
202404,29,0.41340608591746475
202405,30,0.913360152025679
202406,31,0.45418380653345414
202407,32,0.7423253916479733
202408,33,0.12819650208963435
202409,34,0.07965677099819157
202410,35,0.2981489762471321
202411,36,0.05662767471549353
202412,37,0.0931311299495335
202501,38,0.4564011026012179
202502,39,0.2773495927898582
202503,40,0.197474327096397
202504,41,0.4192269400469341
202505,42,0.5491249432913724
202506,43,0.7775198024453849
202507,44,0.2849917502233548
202201,1,0.07924537433985952
202202,2,0.125272711032024
202203,3,0.14938580657058545
202204,4,0.20176476316323752
202205,5,0.1209592436641428
202206,6,0.2223699468289533
202207,7,0.22787397723610772
202208,8,0.2036933174891703
202209,9,0.20147219373749783
202210,10,0.19869995178526648
202211,11,0.20001445098883597
202212,12,0.2235322219672785
202301,13,0.2136583132414911
202302,14,0.2500715417750371
202303,15,0.38606514785861157
202304,16,0.2596370886697646
202305,17,0.3251670748657105
202306,18,0.2708495224349743
202307,19,0.3361398607282511
202308,20,0.2786985921856191
202309,21,0.3239898740318795
202310,22,0.24827884980772577
202311,23,0.24719821179874127
202312,24,0.3133835439808455
202401,25,0.20858489063080515
202402,26,0.20851080257753307
202403,27,0.2967899926426914
202404,28,0.22367594370629323
202405,29,0.29371653985624596
202406,30,0.23573514191798037
202407,31,0.36427007285650487
202408,32,0.13378832329658394
202409,33,0.2063587553019716
202410,34,0.2083350832145552
202411,35,0.4201058413713325
202412,36,0.24949213279440915
202501,37,0.1454013495623473
202502,38,0.20560017848714038
202503,39,0.1298460386075355
202504,40,0.12101718048774975
202505,41,0.11037223202657408
202506,42,0.3769660074420324
202507,43,0.3387052939897623
202201,0,0.0
202202,1,0.06122331255033108
202203,2,0.11634339068497125
202204,3,0.14749617139640303
202205,4,0.1405743292639877
202206,5,0.15641112242414118
202207,6,0.16220807706898838
202208,7,0.1462223243033369
202209,8,0.14096526227400324
202210,9,0.1748692805764136
202211,10,0.15127651194224087
202212,11,0.20452091771706138
202301,12,0.22646163931684563
202302,13,0.1934653317049025
202303,14,0.38558964325287376
202304,15,0.21525895550866703
202305,16,0.22587925261888872
202306,17,0.21733445276253863
202307,18,0.2645020628930051
202308,19,0.24035033629151875
202309,20,0.2483881769548968
202310,21,0.24915788001043845
202311,22,0.24908725171528787
202312,23,0.2187833214671422
202401,24,0.23650053049874467
202402,25,0.19749739817578985
202403,26,0.2717529942412698
202404,27,0.2729746631053825
202405,28,0.3077347466939359
202406,29,0.23693877645754316
202407,30,0.2351223286142995
202408,31,0.34534038799945754
202409,32,0.26391268060859474
202410,33,0.2453794347280015
202411,34,0.4419250319213784
202412,35,0.22213812383790416
202501,36,0.5249075083674323
202502,37,0.2494808835492628
202503,38,0.38333165829981003
202504,39,0.380305190385074
202505,40,0.24639336686432545
202506,41,0.32760034886979184
202507,42,0.3990596310597835
202202,0,0.0
202203,1,0.07253829413071372
202204,2,0.14473706818205073
202205,3,0.12320087241192283
202206,4,0.16471088409476434
202207,5,0.19849121024831173
202208,6,0.18774873652166368
202209,7,0.1655943870111159
202210,8,0.20442457938526865
202211,9,0.17874888004862316
202212,10,0.22842892695939085
202301,11,0.21147593239011814
202302,12,0.24694607319751732
202303,13,0.4131222969152194
202304,14,0.20526203456931183
202305,15,0.2539693611546337
202306,16,0.25297052268030473
202307,17,0.2366688920695098
202308,18,0.21778704328742
202309,19,0.27901961716197676
202310,20,0.24250257762154984
202311,21,0.2308846733117676
202312,22,0.22188450490287612
202401,23,0.22038064580773295
202402,24,0.21076779538356796
202403,25,0.2154535666190948
202404,26,0.17215933917489895
202405,27,0.2429900073713071
202406,28,0.1640073842424501
202407,29,0.2516912270277645
202408,30,0.14135316555955796
202409,31,0.21337504570114382
202410,32,0.17438443219624036
202411,33,0.20461186592477176
202412,34,0.19541999353948153
202501,35,0.3071223490222954
202502,36,0.3385624326363994
202503,37,0.3343843961196385
202504,38,0.24413904186662214
202505,39,0.36702140930403077
202506,40,0.3979129651225051
202507,41,0.2661846029906276
202203,0,0.0
202204,1,0.11979450978480789
202205,2,0.15005372298975753
202206,3,0.24029646646769282
202207,4,0.2851676560407153
202208,5,0.2942003719765177
202209,6,0.2721422214195848
202210,7,0.28325656594789267
202211,8,0.2798715075204866
202212,9,0.28696202774685414
202301,10,0.308589740358026
202302,11,0.387288336541941
202303,12,0.4865285801537535
202304,13,0.22996406941551556
202305,14,0.25222216957642074
202306,15,0.2904114226949032
202307,16,0.3409082947715462
202308,17,0.29300397728005617
202309,18,0.32767439790076397
202310,19,0.2567256535764906
202311,20,0.2613018078788799
202312,21,0.3452848433625881
202401,22,0.2681663543625174
202402,23,0.4036483276750817
202403,24,0.47275049379274753
202404,25,0.39645440014172423
202405,26,0.28341645076123656
202406,27,0.30114151169982367
202407,28,0.3079040126688701
202408,29,0.3465517893581444
202409,30,0.29973839613709435
202410,31,0.33274408827913565
202411,32,0.3800744101661927
202412,33,0.3207799759195361
202501,34,0.30318535348902487
202502,35,0.24996805289291546
202503,36,0.37592236911514454
202504,37,0.5463909931155233
202505,38,0.4621922463142364
202506,39,0.26740513252083586
202507,40,0.19346629144775943
202204,0,0.0
202205,1,0.17719880293112716
202206,2,0.341355281016129
202207,3,0.41516841431358203
202208,4,0.38384792731513323
202209,5,0.378070784116726
202210,6,0.3783286423847177
202211,7,0.40162189270200954
202212,8,0.39682448235271045
202301,9,0.4021706730491912
202302,10,0.4423302053140748
202303,11,0.5299706209088149
202304,12,0.243003077190052
202305,13,0.27032058402380993
202306,14,0.2711418203276989
202307,15,0.2502460969956742
202308,16,0.22542107312119739
202309,17,0.2842864217632991
202310,18,0.24580401994384532
202311,19,0.2971536881758841
202312,20,0.3203527744200241
202401,21,0.2598823972070257
202402,22,0.29556012383754143
202403,23,0.355614266368762
202404,24,0.24687713696704994
202405,25,0.1738384962253354
202406,26,0.16352712649044543
202407,27,0.25989208090644916
202408,28,0.25220812852232777
202409,29,0.22304465769560144
202410,30,0.1800691011857916
202411,31,0.353463216262384
202412,32,0.28925619599632363
202501,33,0.214989219715198
202502,34,0.5990618725313769
202503,35,0.45032534064697033
202504,36,0.3900474844462557
202505,37,0.2553672282992091
202506,38,0.48627395645898636
202507,39,0.7065530780169703
202205,0,0.0
202206,1,0.19647106934095226
202207,2,0.35083184033617426
202208,3,0.37443343877135626
202209,4,0.3717002073921311
202210,5,0.3758010983657581
202211,6,0.3833291125322579
202212,7,0.35961665679845584
202301,8,0.36548142561700236
202302,9,0.4811166962303513
202303,10,0.5126739818368716
202304,11,0.24271442186570683
202305,12,0.2727651203863654
202306,13,0.28213913321383244
202307,14,0.306794255768995
202308,15,0.291129837300027
202309,16,0.32711145422584936
202310,17,0.306623822494257
202311,18,0.3179774501478972
202312,19,0.3145320143995494
202401,20,0.2923574329627321
202402,21,0.34931496921720884
202403,22,0.4231059316066415
202404,23,0.3726889301353713
202405,24,0.4479952910078601
202406,25,0.25608668005997987
202407,26,0.3815127703411257
202408,27,0.31576222474256
202409,28,0.2439723448593746
202410,29,0.3559250037706722
202411,30,0.37254025894744214
202412,31,0.3359467683318528
202501,32,0.25231112717012444
202502,33,0.3020373358040865
202503,34,0.38651181269324314
202504,35,0.3148659539391923
202505,36,0.34800895347640953
202506,37,0.8505224714048398
202507,38,0.5777544965202501
202206,0,0.0
202207,1,0.4053501787653863
202208,2,0.6553216304978209
202209,3,0.6548117398614713
202210,4,0.6626936557588792
202211,5,0.6400736280570746
202212,6,0.5817531185445456
202301,7,0.6034713822448341
202302,8,0.7455038620280852
202303,9,0.5246736545536352
202304,10,0.22891047849565502
202305,11,0.2447414946086217
202306,12,0.2559421612326631
202307,13,0.29541290181517577
202308,14,0.2217867682106883
202309,15,0.2524431872248857
202310,16,0.26804800527958195
202311,17,0.2526859466257089
202312,18,0.2873927823141182
202401,19,0.2404141113698151
202402,20,0.3168499213754043
202403,21,0.34165989942770153
202404,22,0.23503991370799168
202405,23,0.24776094826177103
202406,24,0.22316108935722917
202407,25,0.2595091551283108
202408,26,0.2490720659974417
202409,27,0.2491520170648218
202410,28,0.22352873344233817
202411,29,0.21293601037145538
202412,30,0.33669926180296506
202501,31,0.19292652372800306
202502,32,0.2716718415334254
202503,33,0.23068551486800545
202504,34,0.16954755074864322
202505,35,0.32513429784479597
202506,36,0.3687020526649802
202507,37,0.46337597597925645
202207,0,0.0
202208,1,0.21051143460231123
202209,2,0.667735689052761
202210,3,0.6827883270180378
202211,4,0.6802039974323715
202212,5,0.6061202804229082
202301,6,0.6255578087119965
202302,7,0.7953001075126822
202303,8,0.5026880244509664
202304,9,0.2153963477366321
202305,10,0.2235361552713458
202306,11,0.21045367941368198
202307,12,0.28224085740693877
202308,13,0.25206944667459086
202309,14,0.2744761374584064
202310,15,0.23939090657806397
202311,16,0.2425207408490099
202312,17,0.3088926682659361
202401,18,0.24352705620190096
202402,19,0.27011533881832067
202403,20,0.3681259247782868
202404,21,0.2931657853765657
202405,22,0.2694875419748904
202406,23,0.216802312841583
202407,24,0.28283194819700636
202408,25,0.2686113361087278
202409,26,0.23991405543167985
202410,27,0.23404499891858857
202411,28,0.20307071755527414
202412,29,0.2140539678750933
202501,30,0.12644789301364714
202502,31,0.25752721613100144
202503,32,0.14128329712402513
202504,33,0.3035400838281113
202505,34,0.5211328898756561
202506,35,0.5892175848157776
202507,36,0.4155938530982531
202208,0,0.0
202209,1,0.17548242993330593
202210,2,0.5819208102622657
202211,3,0.6374533107764457
202212,4,0.5660165966046227
202301,5,0.5857084327081699
202302,6,0.785230140198281
202303,7,0.5097367722103368
202304,8,0.241387780784718
202305,9,0.24807700765583968
202306,10,0.2436421611307638
202307,11,0.2581306764828805
202308,12,0.233372273245821
202309,13,0.235114439059595
202310,14,0.2479055638391308
202311,15,0.2795906522569684
202312,16,0.23155650076824602
202401,17,0.26562547542732906
202402,18,0.28654166078289656
202403,19,0.3101779508376226
202404,20,0.2252725992247854
202405,21,0.2782792219633682
202406,22,0.18368338742240833
202407,23,0.24739621259023145
202408,24,0.2230505789875558
202409,25,0.23155758476278268
202410,26,0.12759712886253546
202411,27,0.1820805581376861
202412,28,0.22960701825345697
202501,29,0.28737814792156824
202502,30,0.2796961664150138
202503,31,0.1819054785042622
202504,32,0.2002840533589602
202505,33,0.12326407346345218
202506,34,0.25173613952537144
202507,35,0.2090857323891105
202209,0,0.0
202210,1,0.197566408588544
202211,2,0.6263688759512255
202212,3,0.5884635782632761
202301,4,0.662854984186888
202302,5,0.7933073485408731
202303,6,0.5144308728904581
202304,7,0.2416097977351934
202305,8,0.2620151920694778
202306,9,0.23453724034714074
202307,10,0.26479731164398007
202308,11,0.30134104183541016
202309,12,0.2712298440671644
202310,13,0.23978074374841724
202311,14,0.28153622507053777
202312,15,0.256960143588675
202401,16,0.2718062642184648
202402,17,0.2735397957646194
202403,18,0.38105564669880104
202404,19,0.34914375471589093
202405,20,0.32583673441518907
202406,21,0.27293949427845493
202407,22,0.31234454661669153
202408,23,0.3321170489331354
202409,24,0.3046981700346398
202410,25,0.2146320795414456
202411,26,0.18533048462455992
202412,27,0.19572198585328715
202501,28,0.23022225503671442
202502,29,0.34475098328519826
202503,30,0.3090567217137674
202504,31,0.1906331553142332
202505,32,0.23481281688599775
202506,33,0.2447188463662039
202507,34,0.28074412157182677
202210,0,0.0
202211,1,0.38253299865347695
202212,2,0.554834141116172
202301,3,0.6036290423362721
202302,4,0.7959583447848195
202303,5,0.4939367077908947
202304,6,0.216828222564834
202305,7,0.22131829157051283
202306,8,0.24661617953897436
202307,9,0.2573647546021727
202308,10,0.25085097629800623
202309,11,0.2731585257398321
202310,12,0.279787563093851
202311,13,0.28131038146414633
202312,14,0.27115335576317523
202401,15,0.23376030066126488
202402,16,0.3102231786700347
202403,17,0.36986225668692063
202404,18,0.3044708313224254
202405,19,0.3486191460096816
202406,20,0.23983869015527534
202407,21,0.31196473763499655
202408,22,0.2765866164322868
202409,23,0.3001642559171222
202410,24,0.22466611672909984
202411,25,0.2613289243355613
202412,26,0.14359463599495115
202501,27,0.13159218678758133
202502,28,0.27947851998349726
202503,29,0.2200927679975119
202504,30,0.2752727526861329
202505,31,0.28617692493078
202506,32,0.15726421948165564
202507,33,0.18884373516705982
202211,0,0.0
202212,1,0.3340831749034338
202301,2,0.5556506171185932
202302,3,0.7168342364218993
202303,4,0.45082182197076515
202304,5,0.1982518833487177
202305,6,0.2515598042796785
202306,7,0.24626405271086638
202307,8,0.29780281182386664
202308,9,0.23068855015772188
202309,10,0.264221105641194
202310,11,0.253163987131136
202311,12,0.29146949831846936
202312,13,0.2656549230839564
202401,14,0.27766220678903164
202402,15,0.2824262082894975
202403,16,0.33857430172756314
202404,17,0.2900958067729377
202405,18,0.31552563727902216
202406,19,0.2583776292004986
202407,20,0.3248807356288151
202408,21,0.2415367164468914
202409,22,0.28290616901421645
202410,23,0.32322794494627305
202411,24,0.32162834372597526
202412,25,0.20475320595118449
202501,26,0.27907780686638045
202502,27,0.29657915711492083
202503,28,0.2042797136968173
202504,29,0.23256709474957868
202505,30,0.21991110416738116
202506,31,0.2136135151929757
202507,32,0.19725149357186245
202212,0,0.0
202301,1,0.41156116772267054
202302,2,0.8482786003935798
202303,3,0.5050211327843908
202304,4,0.19410250575133525
202305,5,0.2457259596879524
202306,6,0.20075615316883047
202307,7,0.2535706105745213
202308,8,0.22659347077495337
202309,9,0.2544519659857001
202310,10,0.2596651389973285
202311,11,0.2965749937914485
202312,12,0.30595488818872735
202401,13,0.27140714728794363
202402,14,0.2775452158241374
202403,15,0.31853326533714105
202404,16,0.30716806448161754
202405,17,0.35167277702051136
202406,18,0.24841626799318436
202407,19,0.3095255913274736
202408,20,0.24098106387667106
202409,21,0.21094494308820974
202410,22,0.19325989598672477
202411,23,0.22150433981755063
202412,24,0.16551646326292235
202501,25,0.15353373222087224
202502,26,0.21837628075123072
202503,27,0.2661152565138016
202504,28,0.13967178308185252
202505,29,0.2724122905746669
202506,30,0.20374990135228319
202507,31,0.2990547614845723
202301,0,0.0
