MES,MADURACION,EM
202302,1,0.2883990330148917
202303,2,0.35961436431269217
202304,3,0.1807364343651817
202305,4,0.20548783922025637
202306,5,0.2016157866997154
202307,6,0.2438698452834827
202308,7,0.21723067080174213
202309,8,0.2398534904263985
202310,9,0.24907695331365823
202311,10,0.23258246515219386
202312,11,0.25540926586459617
202401,12,0.23835124184276002
202402,13,0.2661995383563708
202403,14,0.30797716582831575
202404,15,0.28924172614416543
202405,16,0.33197233498869383
202406,17,0.24079582022943594
202407,18,0.2989996582091344
202408,19,0.32357900815488383
202409,20,0.2684336884418924
202410,21,0.2501174222616978
202411,22,0.29429995811523824
202412,23,0.3080344115996071
202501,24,0.1593800320498192
202502,25,0.2884494438877907
202503,26,0.21184145284572323
202504,27,0.1524726369925695
202505,28,0.24166321544671798
202506,29,0.1382815617603567
202507,30,0.24373140872022475
202302,0,0.0
202303,1,0.2149434176369971
202304,2,0.18157217773286016
202305,3,0.21242934866738752
202306,4,0.195449233153741
202307,5,0.24160458135318402
202308,6,0.24084097185904935
202309,7,0.23371611069468515
202310,8,0.2570404075916082
202311,9,0.2724216025677883
202312,10,0.27196868498201415
202401,11,0.2710825852769907
202402,12,0.27898355595247465
202403,13,0.3564944487327017
202404,14,0.27084991229569755
202405,15,0.29083817795381917
202406,16,0.2841215162707641
202407,17,0.3259349656803167
202408,18,0.30821695207250493
202409,19,0.286404344736892
202410,20,0.2979549492901106
202411,21,0.2949536780008201
202412,22,0.2901039282282726
202501,23,0.28429366455209193
202502,24,0.3249428396062898
202503,25,0.1832072774388444
202504,26,0.194535417653895
202505,27,0.321859587412481
202506,28,0.24978067824617112
202507,29,0.3221424892308183
202303,0,0.0
202304,1,0.0867258956310499
202305,2,0.18357942350968026
202306,3,0.20437757760103598
202307,4,0.2623937925968821
202308,5,0.2382078693355377
202309,6,0.2561883007957587
202310,7,0.25496904274512894
202311,8,0.2678759591503638
202312,9,0.2683374534120579
202401,10,0.2774130540443595
202402,11,0.3241286857855379
202403,12,0.31222690224992555
202404,13,0.30840216280603894
202405,14,0.34040811775250235
202406,15,0.2987268658224142
202407,16,0.33139506757418086
202408,17,0.313481489768559
202409,18,0.2883957088667751
202410,19,0.3094056090232382
202411,20,0.2970988788387934
202412,21,0.31997566054493154
202501,22,0.3105612430803474
202502,23,0.3136618306294794
202503,24,0.3984661007499232
202504,25,0.2809860018161621
202505,26,0.2790807212785547
202506,27,0.2903127053719418
202507,28,0.2594095255341431
202304,0,0.0
202305,1,0.10515154374455013
202306,2,0.16635426722345376
202307,3,0.23449961840907402
202308,4,0.2219832360304933
202309,5,0.2238863490852041
202310,6,0.237205946584372
202311,7,0.2481170663719821
202312,8,0.2710210489250226
202401,9,0.2487770765098326
202402,10,0.27467828543526984
202403,11,0.30635490816026606
202404,12,0.2696191837729662
202405,13,0.31600238674123576
202406,14,0.2784941359457786
202407,15,0.2941856868234241
202408,16,0.2711642817431024
202409,17,0.2852842814743896
202410,18,0.2615177179287404
202411,19,0.27474989239962844
202412,20,0.22930657371962154
202501,21,0.21175622889170767
202502,22,0.34122174754897566
202503,23,0.3062912196986367
202504,24,0.255067138283489
202505,25,0.15713683312857268
202506,26,0.1522684674718381
202507,27,0.20888746607720532
202305,0,0.0
202306,1,0.07689905949885367
202307,2,0.16826569390075993
202308,3,0.1826734017549419
202309,4,0.22159667566839011
202310,5,0.23418824739416222
202311,6,0.25139733678859855
202312,7,0.25145620212986763
202401,8,0.23977579552881656
202402,9,0.2738586081416416
202403,10,0.29097850136687836
202404,11,0.2901660598421882
202405,12,0.2800288717433289
202406,13,0.2640843201970532
202407,14,0.2794377773289334
202408,15,0.278768160870916
202409,16,0.28088623982384475
202410,17,0.2572619922175489
202411,18,0.2673845114246518
202412,19,0.2816432733337355
202501,20,0.2400812143249836
202502,21,0.30506453882839357
202503,22,0.28685468424916616
202504,23,0.26854159639504843
202505,24,0.2686163507459271
202506,25,0.26668304480423904
202507,26,0.20925144266307283
202306,0,0.0
202307,1,0.10329145279659135
202308,2,0.1585787344160967
202309,3,0.17931254835355706
202310,4,0.21182314487216555
202311,5,0.18865523037259796
202312,6,0.21266647132441863
202401,7,0.20383734265886902
202402,8,0.25620249490520114
202403,9,0.28840269136461916
202404,10,0.2568891825631209
202405,11,0.29638816774877813
202406,12,0.2186509771918862
202407,13,0.2968117361625694
202408,14,0.21429431617739933
202409,15,0.2745104538288284
202410,16,0.2536765796548596
202411,17,0.2680993834085437
202412,18,0.2505256789644391
202501,19,0.25088716662001753
202502,20,0.32395021675580415
202503,21,0.3247054934290555
202504,22,0.2786323873421322
202505,23,0.2698514656922062
202506,24,0.36144089781320077
202507,25,0.34653336230772436
202307,0,0.0
202308,1,0.07585106875174796
202309,2,0.192044177800307
202310,3,0.21501225667474116
202311,4,0.20857825614987857
202312,5,0.2198591284204402
202401,6,0.24506778048560882
202402,7,0.22110382477248625
202403,8,0.2538527764559456
202404,9,0.23736618042813787
202405,10,0.30275285557637355
202406,11,0.23862305204462272
202407,12,0.2769953832794223
202408,13,0.29823891938205915
202409,14,0.32481299978545963
202410,15,0.2326671909094914
202411,16,0.31030160942580876
202412,17,0.3018947661847221
202501,18,0.28186798621185677
202502,19,0.3410757902317741
202503,20,0.3635896517486026
202504,21,0.3079002451366115
202505,22,0.30431471945800065
202506,23,0.30749485186569386
202507,24,0.2548575669395821
202308,0,0.0
202309,1,0.08146940441305263
202310,2,0.1513980490688883
202311,3,0.18568244429567216
202312,4,0.20919285331281715
202401,5,0.2055078303804345
202402,6,0.22797370611618592
202403,7,0.24716674598427057
202404,8,0.2668837970936186
202405,9,0.2835584559818434
202406,10,0.23439077123114657
202407,11,0.2763388324407201
202408,12,0.23355015130826948
202409,13,0.2540202632328538
202410,14,0.2500365252089551
202411,15,0.23188064988593687
202412,16,0.21773086679973827
202501,17,0.26402334320084514
202502,18,0.2753181714762099
202503,19,0.27398664034666176
202504,20,0.24706227884698637
202505,21,0.22791132936577682
202506,22,0.24460506496931642
202507,23,0.18633317144778372
202309,0,0.0
202310,1,0.07207984787850834
202311,2,0.12854641091193417
202312,3,0.1488201417150657
202401,4,0.16727096918519258
202402,5,0.21236317307124442
202403,6,0.24740931707939637
202404,7,0.22905932674517215
202405,8,0.2715632970653019
202406,9,0.22580700925674485
202407,10,0.2485887515890166
202408,11,0.2504839950444671
202409,12,0.2545148407309642
202410,13,0.21114229009623045
202411,14,0.24727983871020154
202412,15,0.24655816267136196
202501,16,0.22870615955818407
202502,17,0.24507157363544124
202503,18,0.2532614844919416
202504,19,0.28856952528428403
202505,20,0.27959923406948867
202506,21,0.2713060784830862
202507,22,0.2567015250122061
202310,0,0.0
202311,1,0.07681166719642402
202312,2,0.16205010902639722
202401,3,0.18714889367755697
202402,4,0.20274287906374164
202403,5,0.24516782709198093
202404,6,0.23238172366401605
202405,7,0.26930466454716356
202406,8,0.22742413773250797
202407,9,0.26566422944301615
202408,10,0.22729959564663182
202409,11,0.20430956142981102
202410,12,0.23368202648213052
202411,13,0.2622002335170514
202412,14,0.21959242543163637
202501,15,0.24048160508056163
202502,16,0.283576435368457
202503,17,0.27574282528659705
202504,18,0.29789266233604345
202505,19,0.27938911759668783
202506,20,0.29224668149597205
202507,21,0.32387384936132485
202311,0,0.0
202312,1,0.0862267597235333
202401,2,0.15963164816297135
202402,3,0.17267063894401863
202403,4,0.20793207301655203
202404,5,0.22259658791084458
202405,6,0.24166702965585296
202406,7,0.2404302756149856
202407,8,0.25539378956455827
202408,9,0.24180585165732005
202409,10,0.24448350237828942
202410,11,0.23585365514928072
202411,12,0.22200571034007982
202412,13,0.20124092425290588
202501,14,0.25226374214291264
202502,15,0.24276733129532715
202503,16,0.2639306870474752
202504,17,0.2764492726980445
202505,18,0.26796608863729005
202506,19,0.22647647059743603
202507,20,0.27549477747552303
202312,0,0.0
202401,1,0.06129013297048058
202402,2,0.14388729546004722
202403,3,0.19344692239159691
202404,4,0.17753314430082862
202405,5,0.21541359721444991
202406,6,0.19995589756176788
202407,7,0.24415400705531415
202408,8,0.18588902760456447
202409,9,0.21198675050813254
202410,10,0.226762633754089
202411,11,0.24167908865813792
202412,12,0.22879738259130228
202501,13,0.22628269370772125
202502,14,0.2318822107081898
202503,15,0.21969914579511712
202504,16,0.24438751006767087
202505,17,0.2165059819915927
202506,18,0.3032133420836674
202507,19,0.2558486886539579
202401,0,0.0
202402,1,0.07613904058939477
202403,2,0.16658802503220937
202404,3,0.19350751351339165
202405,4,0.21338322891482325
202406,5,0.18199954108118466
202407,6,0.23567101536942867
202408,7,0.22094671493196488
202409,8,0.22633702532048694
202410,9,0.20524323298398497
202411,10,0.21861719881067734
202412,11,0.21470136883354207
202501,12,0.21047747583558296
202502,13,0.267065209662534
202503,14,0.26233408429827154
202504,15,0.23709362341463436
202505,16,0.25086052463934105
202506,17,0.28979004760583593
202507,18,0.2513208329223656
202402,0,0.0
202403,1,0.10476977095004268
202404,2,0.1728232691370389
202405,3,0.2180615796732625
202406,4,0.20366344974803255
202407,5,0.24384423230123306
202408,6,0.18280824856997377
202409,7,0.2183394206247008
202410,8,0.20522385553283884
202411,9,0.2113172846016985
202412,10,0.22498727077639089
202501,11,0.24745920979585292
202502,12,0.24103221817532902
202503,13,0.2357388069961341
202504,14,0.22124162808840347
202505,15,0.2525041750103119
202506,16,0.29566427903974185
202507,17,0.2950585711670087
202403,0,0.0
202404,1,0.0918202567978519
202405,2,0.16690862534098702
202406,3,0.1869058577250202
202407,4,0.2322232691734145
202408,5,0.20036807798353817
202409,6,0.20852327332346224
202410,7,0.21036329226708403
202411,8,0.22717054113062402
202412,9,0.21035373074417024
202501,10,0.20927745402945652
202502,11,0.2515738564292482
202503,12,0.2876775511477071
202504,13,0.22879037806603614
202505,14,0.22982453027984684
202506,15,0.2576487387707264
202507,16,0.250425459061935
202404,0,0.0
202405,1,0.08325442770786462
202406,2,0.13289361355237553
202407,3,0.18876127416871827
202408,4,0.1865005934811619
202409,5,0.1981925947506615
202410,6,0.17161918585547112
202411,7,0.20512706248930682
202412,8,0.19652207532896346
202501,9,0.2080624626017541
202502,10,0.2518951533484608
202503,11,0.25537865144762967
202504,12,0.24941694668222356
202505,13,0.24854261934973715
202506,14,0.2600610005234215
202507,15,0.27378483789650643
202405,0,0.0
202406,1,0.08383215132564013
202407,2,0.16908442293658713
202408,3,0.16590987469359023
202409,4,0.1838454086849148
202410,5,0.2026996709537895
202411,6,0.21848801137160032
202412,7,0.22384951062611405
202501,8,0.2097351960786195
202502,9,0.25557853735578284
202503,10,0.23443468550880603
202504,11,0.25187754446124866
202505,12,0.23926998278580197
202506,13,0.2055743583782577
202507,14,0.2496746145184439
202406,0,0.0
202407,1,0.10690667866529685
202408,2,0.15939725011226805
202409,3,0.20339554736066706
202410,4,0.16401987211602134
202411,5,0.22723353925784162
202412,6,0.22274898496030593
202501,7,0.2018652359010162
202502,8,0.2492214816488335
202503,9,0.22615989068300854
202504,10,0.26862117148881437
202505,11,0.23625034897924127
202506,12,0.2924379749664581
202507,13,0.27164491422427856
202407,0,0.0
202408,1,0.0776105485180173
202409,2,0.13766026388630082
202410,3,0.1419099308059064
202411,4,0.17431832105509257
202412,5,0.178081032295042
202501,6,0.19343154552421574
202502,7,0.2029017891191972
202503,8,0.2288270377687945
202504,9,0.21526997043908974
202505,10,0.21238534962323813
202506,11,0.2386403422950058
202507,12,0.2230993371336593
202408,0,0.0
202409,1,0.07048028339539579
202410,2,0.16803749288994174
202411,3,0.19361953403254292
202412,4,0.18785713551765937
202501,5,0.20634986856258675
202502,6,0.21804628698893702
202503,7,0.23789966211247765
202504,8,0.2565614057974853
202505,9,0.25581718706566703
202506,10,0.2598480248172109
202507,11,0.2959583856628498
202409,0,0.0
202410,1,0.07638827066049403
202411,2,0.15311005482582535
202412,3,0.1678688654861707
202501,4,0.18245410514899177
202502,5,0.21706769693336395
202503,6,0.23988922590863856
202504,7,0.22029837928207274
202505,8,0.2269824213114644
202506,9,0.23158721372753252
202507,10,0.228024708336745
202410,0,0.0
202411,1,0.0939646237825202
202412,2,0.17042644399929466
202501,3,0.17998180446225284
202502,4,0.2133807789527327
202503,5,0.224542557431368
202504,6,0.23748444463364704
202505,7,0.2519595480651735
202506,8,0.2710873371061706
202507,9,0.23415915608935967
202411,0,0.0
202412,1,0.08514765373347598
202501,2,0.17095800455177648
202502,3,0.2133030257634082
202503,4,0.2363624076888579
202504,5,0.2376377194776785
202505,6,0.24385463949018388
202506,7,0.25864417031016995
202507,8,0.2743846344049569
202412,0,0.0
202501,1,0.09434932547438028
202502,2,0.1795876228270954
202503,3,0.2196045301902813
202504,4,0.2213098302514819
202505,5,0.22354811944391736
202506,6,0.25341910285869695
202507,7,0.2556450974986048
202501,0,0.0
202502,1,0.08181120578824162
202503,2,0.17116078221881428
202504,3,0.2043616929136486
202505,4,0.21370642088186179
202506,5,0.21808560115325057
202507,6,0.23758553920019196
202502,0,0.0
202503,1,0.10031131330649985
202504,2,0.19986610197170832
202505,3,0.2226216168100882
202506,4,0.23143665326989793
202507,5,0.21532528051213573
202503,0,0.0
202504,1,0.08367070636148516
202505,2,0.16847800306721084
202506,3,0.2154432133421604
202507,4,0.20555223423405555
202504,0,0.0
202505,1,0.09627411788513421
202506,2,0.1762299704372819
202507,3,0.18561043665144245
202505,0,0.0
202506,1,0.1073075117346986
202507,2,0.167610013750187
202506,0,0.0
202507,1,0.09134552252207684
202507,0,0.0
